>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 14:33:01 +0200
xnode:	neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
uname:	Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
cpu:	Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
cpu/[0-23]/freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
cpu/[0-23]/idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
WARNING: cpu: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
disk/sda: ADATA SU800       rev 8BS  119,2G
nic/enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
nic/enp1s0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/enp1s0/coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
nic/enp1s0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/enp1s0: RX coalesce latency is max 20μs - that will add to networked request-reply latency
sw/python:          Python 2.7.12
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
sw/neo:             v1.8-1589-g7c21fb9
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	z6001
cluster:
Benchmarkpystone 1 116106 pystone/s	# POLL·0 C1·82 C1E·0 C3·20 C6·359
Benchmarkpystone 1 113708 pystone/s	# POLL·0 C1·61 C1E·1 C3·17 C6·327
Benchmarkpystone 1 113468 pystone/s	# POLL·0 C1·76 C1E·0 C3·21 C6·402
Benchmarkpystone 1 103554 pystone/s	# POLL·4 C1·85 C1E·4 C3·15 C6·338
Benchmarkpystone 1 113983 pystone/s	# POLL·2 C1·106 C1E·4 C3·10 C6·457

# 3 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·3 5000	4941.7 req/s  607.077 latency-µs/object	# POLL·1 C1·154 C1E·26245 C3·12721 C6·4290
Benchmarkneo/py/sqlite-zwrk.go·3 5000	4909.2 req/s  611.103 latency-µs/object	# POLL·9 C1·153 C1E·19733 C3·14241 C6·5045
Benchmarkneo/py/sqlite-zwrk.go·3 5000	4929.0 req/s  608.638 latency-µs/object	# POLL·2 C1·134 C1E·19945 C3·13733 C6·6413
Benchmarkneo/py/sqlite-zwrk.go·3 5000	4923.7 req/s  609.303 latency-µs/object	# POLL·7 C1·134 C1E·19872 C3·15541 C6·6008
Benchmarkneo/py/sqlite-zwrk.go·3 5000	4767.2 req/s  629.295 latency-µs/object	# POLL·2 C1·150 C1E·20054 C3·13031 C6·6926

# 4 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·4 5000	4928.4 req/s  811.628 latency-µs/object	# POLL·2 C1·125 C1E·21598 C3·12211 C6·5630
Benchmarkneo/py/sqlite-zwrk.go·4 5000	4916.4 req/s  813.601 latency-µs/object	# POLL·3 C1·144 C1E·24114 C3·10124 C6·7191
Benchmarkneo/py/sqlite-zwrk.go·4 5000	4943.7 req/s  809.107 latency-µs/object	# POLL·4 C1·133 C1E·24083 C3·13196 C6·3423
Benchmarkneo/py/sqlite-zwrk.go·4 5000	4903.6 req/s  815.724 latency-µs/object	# POLL·4 C1·170 C1E·17639 C3·12704 C6·8770
Benchmarkneo/py/sqlite-zwrk.go·4 5000	4910.2 req/s  814.634 latency-µs/object	# POLL·7 C1·174 C1E·17318 C3·15626 C6·4736

# 8 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·8 5000	4905.3 req/s  1630.886 latency-µs/object	# POLL·3 C1·160 C1E·22015 C3·13035 C6·5391
Benchmarkneo/py/sqlite-zwrk.go·8 5000	4892.5 req/s  1635.157 latency-µs/object	# POLL·4 C1·184 C1E·20603 C3·15886 C6·2898
Benchmarkneo/py/sqlite-zwrk.go·8 5000	4894.5 req/s  1634.499 latency-µs/object	# POLL·2 C1·155 C1E·22725 C3·10524 C6·7356
Benchmarkneo/py/sqlite-zwrk.go·8 5000	4878.0 req/s  1640.002 latency-µs/object	# POLL·4 C1·190 C1E·19774 C3·15531 C6·4754
Benchmarkneo/py/sqlite-zwrk.go·8 5000	4873.0 req/s  1641.704 latency-µs/object	# POLL·3 C1·184 C1E·21726 C3·14161 C6·4758

# 12 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·12 5000	4905.3 req/s  2446.347 latency-µs/object	# POLL·2 C1·198 C1E·18356 C3·16902 C6·5497
Benchmarkneo/py/sqlite-zwrk.go·12 10000	5016.5 req/s  2392.124 latency-µs/object	# POLL·13 C1·185 C1E·30643 C3·23907 C6·6273
Benchmarkneo/py/sqlite-zwrk.go·12 10000	5000.2 req/s  2399.905 latency-µs/object	# POLL·6 C1·155 C1E·38400 C3·20760 C6·6434
Benchmarkneo/py/sqlite-zwrk.go·12 10000	4894.7 req/s  2451.654 latency-µs/object	# POLL·7 C1·156 C1E·37315 C3·22602 C6·7080
Benchmarkneo/py/sqlite-zwrk.go·12 10000	4926.3 req/s  2435.899 latency-µs/object	# POLL·8 C1·187 C1E·36236 C3·20454 C6·9321

# 16 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·16 10000	4870.5 req/s  3285.059 latency-µs/object	# POLL·9 C1·184 C1E·30537 C3·23033 C6·7593
Benchmarkneo/py/sqlite-zwrk.go·16 10000	4900.2 req/s  3265.204 latency-µs/object	# POLL·9 C1·284 C1E·33698 C3·24380 C6·6519
Benchmarkneo/py/sqlite-zwrk.go·16 10000	4916.8 req/s  3254.157 latency-µs/object	# POLL·11 C1·232 C1E·46061 C3·15687 C6·8139
Benchmarkneo/py/sqlite-zwrk.go·16 10000	4902.2 req/s  3263.814 latency-µs/object	# POLL·9 C1·188 C1E·34212 C3·27335 C6·6162
Benchmarkneo/py/sqlite-zwrk.go·16 5000	4887.9 req/s  3273.394 latency-µs/object	# POLL·4 C1·156 C1E·19606 C3·14274 C6·6726
2018-03-05 14:43:49.5110 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sqlite (logging disabled)
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 694.5 µs/object	# crc32:14640593  nread=8540363  t=1.478s	# POLL·0 C1·152 C1E·11 C3·7563 C6·1768
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 687.3 µs/object	# crc32:14640593  nread=8540363  t=1.463s	# POLL·0 C1·134 C1E·10 C3·7925 C6·1406
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 690.0 µs/object	# crc32:14640593  nread=8540363  t=1.468s	# POLL·1 C1·195 C1E·6 C3·8501 C6·648
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 693.7 µs/object	# crc32:14640593  nread=8540363  t=1.476s	# POLL·1 C1·126 C1E·3 C3·8519 C6·712
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 702.1 µs/object	# crc32:14640593  nread=8540363  t=1.494s	# POLL·0 C1·145 C1E·4 C3·8520 C6·701

Benchmarkneo/py(!log)/sqlite-zhash.go 2127 310.1 µs/object	# crc32:14640593  nread=8540363  t=659.952367ms	# POLL·2 C1·120 C1E·8779 C3·3918 C6·2103
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 261.3 µs/object	# crc32:14640593  nread=8540363  t=555.986956ms	# POLL·1 C1·90 C1E·4849 C3·6134 C6·594
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 349.7 µs/object	# crc32:14640593  nread=8540363  t=744.103549ms	# POLL·4 C1·114 C1E·4153 C3·7315 C6·2073
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 363.9 µs/object	# crc32:14640593  nread=8540363  t=774.275473ms	# POLL·2 C1·97 C1E·4279 C3·7627 C6·1962
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 344.8 µs/object	# crc32:14640593  nread=8540363  t=733.738043ms	# POLL·4 C1·101 C1E·6832 C3·6674 C6·2374
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 175.0 µs/object	# crc32:14640593  nread=8540363  t=372.391362ms	# POLL·5 C1·722 C1E·9277 C3·1281 C6·1706
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 177.4 µs/object	# crc32:14640593  nread=8540363  t=377.613435ms	# POLL·7 C1·721 C1E·8644 C3·1893 C6·1674
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 172.2 µs/object	# crc32:14640593  nread=8540363  t=366.512332ms	# POLL·9 C1·693 C1E·8292 C3·2687 C6·1104
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 174.4 µs/object	# crc32:14640593  nread=8540363  t=371.0582ms	# POLL·4 C1·666 C1E·8629 C3·2565 C6·1049
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 172.5 µs/object	# crc32:14640593  nread=8540363  t=367.099395ms	# POLL·9 C1·770 C1E·9524 C3·1234 C6·1632

# 1 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 5000	3825.3 req/s  261.416 latency-µs/object	# POLL·8 C1·156 C1E·17141 C3·18169 C6·4520
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 5000	3209.3 req/s  311.592 latency-µs/object	# POLL·3 C1·167 C1E·20716 C3·20705 C6·4923
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 5000	3253.2 req/s  307.392 latency-µs/object	# POLL·2 C1·165 C1E·21419 C3·16331 C6·7035
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 5000	3374.1 req/s  296.371 latency-µs/object	# POLL·3 C1·204 C1E·18528 C3·15623 C6·6779
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 5000	3379.3 req/s  295.920 latency-µs/object	# POLL·10 C1·205 C1E·20677 C3·19985 C6·4407

# 2 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	5615.5 req/s  356.160 latency-µs/object	# POLL·7 C1·141 C1E·36710 C3·17587 C6·6014
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	5624.7 req/s  355.571 latency-µs/object	# POLL·8 C1·142 C1E·40717 C3·18761 C6·5555
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	5621.1 req/s  355.799 latency-µs/object	# POLL·3 C1·420 C1E·51562 C3·12240 C6·4900
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	5645.4 req/s  354.272 latency-µs/object	# POLL·10 C1·131 C1E·44673 C3·15589 C6·5273
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	5643.5 req/s  354.393 latency-µs/object	# POLL·11 C1·463 C1E·42779 C3·17792 C6·4578

# 3 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	5607.5 req/s  534.995 latency-µs/object	# POLL·9 C1·169 C1E·46717 C3·14147 C6·5977
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	5690.8 req/s  527.163 latency-µs/object	# POLL·9 C1·252 C1E·37989 C3·17913 C6·7528
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	5257.6 req/s  570.608 latency-µs/object	# POLL·5 C1·182 C1E·39278 C3·18862 C6·6549
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	5630.7 req/s  532.797 latency-µs/object	# POLL·3 C1·170 C1E·32687 C3·19737 C6·8098
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	5510.7 req/s  544.399 latency-µs/object	# POLL·4 C1·178 C1E·45981 C3·16035 C6·4834

# 4 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	5519.7 req/s  724.683 latency-µs/object	# POLL·13 C1·221 C1E·38525 C3·20107 C6·5717
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	5517.5 req/s  724.972 latency-µs/object	# POLL·6 C1·204 C1E·42539 C3·14786 C6·7396
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	5507.2 req/s  726.325 latency-µs/object	# POLL·5 C1·209 C1E·47962 C3·12963 C6·7270
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	5593.5 req/s  715.119 latency-µs/object	# POLL·9 C1·290 C1E·34213 C3·23546 C6·5776
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	5578.1 req/s  717.096 latency-µs/object	# POLL·8 C1·261 C1E·39901 C3·19769 C6·4855

# 8 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	5770.9 req/s  1386.275 latency-µs/object	# POLL·15 C1·252 C1E·44499 C3·14766 C6·4474
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	5711.7 req/s  1400.642 latency-µs/object	# POLL·2 C1·299 C1E·49294 C3·14414 C6·3517
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	5711.7 req/s  1400.636 latency-µs/object	# POLL·3 C1·212 C1E·42529 C3·17448 C6·3828
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	5726.9 req/s  1396.926 latency-µs/object	# POLL·9 C1·214 C1E·41456 C3·16934 C6·5484
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	5760.1 req/s  1388.867 latency-µs/object	# POLL·7 C1·302 C1E·42147 C3·17778 C6·5358

# 12 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	5592.1 req/s  2145.865 latency-µs/object	# POLL·10 C1·254 C1E·39398 C3·20617 C6·5040
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	5753.0 req/s  2085.883 latency-µs/object	# POLL·4 C1·201 C1E·53108 C3·8213 C6·5304
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	5742.2 req/s  2089.778 latency-µs/object	# POLL·9 C1·242 C1E·48543 C3·12915 C6·4013
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	5641.1 req/s  2127.262 latency-µs/object	# POLL·9 C1·420 C1E·47284 C3·15042 C6·4001
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	5645.5 req/s  2125.598 latency-µs/object	# POLL·15 C1·207 C1E·46705 C3·14364 C6·4283

# 16 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	5620.9 req/s  2846.517 latency-µs/object	# POLL·8 C1·194 C1E·39138 C3·18309 C6·6000
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	5598.2 req/s  2858.068 latency-µs/object	# POLL·4 C1·394 C1E·50190 C3·11885 C6·7780
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	5665.3 req/s  2824.200 latency-µs/object	# POLL·11 C1·229 C1E·42146 C3·17158 C6·6419
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	5570.8 req/s  2872.140 latency-µs/object	# POLL·9 C1·262 C1E·35999 C3·23324 C6·4657
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	5723.3 req/s  2795.570 latency-µs/object	# POLL·8 C1·258 C1E·44080 C3·15604 C6·4569
2018-03-05 14:45:45.1260 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql
2018-03-05 14:45:45 139644146773376 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 15251 ...
Benchmarkneo/py/sql-zhash.py 2127 1385.0 µs/object	# crc32:14640593  nread=8540363  t=2.947s	# POLL·3 C1·134 C1E·32 C3·12441 C6·7949
Benchmarkneo/py/sql-zhash.py 2127 1038.9 µs/object	# crc32:14640593  nread=8540363  t=2.211s	# POLL·0 C1·75 C1E·1339 C3·13651 C6·4872
Benchmarkneo/py/sql-zhash.py 2127 942.9 µs/object	# crc32:14640593  nread=8540363  t=2.006s	# POLL·1 C1·143 C1E·2074 C3·14666 C6·1475
Benchmarkneo/py/sql-zhash.py 2127 979.9 µs/object	# crc32:14640593  nread=8540363  t=2.085s	# POLL·3 C1·174 C1E·1988 C3·14660 C6·1457
Benchmarkneo/py/sql-zhash.py 2127 1002.1 µs/object	# crc32:14640593  nread=8540363  t=2.132s	# POLL·2 C1·2901 C1E·1964 C3·15503 C6·4396

Benchmarkneo/py/sql-zhash.go 2127 461.6 µs/object	# crc32:14640593  nread=8540363  t=982.204805ms	# POLL·5 C1·527 C1E·11715 C3·10606 C6·1625
Benchmarkneo/py/sql-zhash.go 2127 499.5 µs/object	# crc32:14640593  nread=8540363  t=1.063030489s	# POLL·0 C1·123 C1E·11310 C3·8562 C6·4655
Benchmarkneo/py/sql-zhash.go 2127 378.7 µs/object	# crc32:14640593  nread=8540363  t=805.934594ms	# POLL·2 C1·4425 C1E·10139 C3·3779 C6·2684
Benchmarkneo/py/sql-zhash.go 2127 451.6 µs/object	# crc32:14640593  nread=8540363  t=961.093207ms	# POLL·2 C1·325 C1E·11641 C3·5575 C6·5586
Benchmarkneo/py/sql-zhash.go 2127 466.1 µs/object	# crc32:14640593  nread=8540363  t=991.967078ms	# POLL·4 C1·523 C1E·8850 C3·11044 C6·2303
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 317.3 µs/object	# crc32:14640593  nread=8540363  t=675.305798ms	# POLL·4 C1·2943 C1E·7217 C3·3849 C6·7411
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 276.2 µs/object	# crc32:14640593  nread=8540363  t=587.795604ms	# POLL·5 C1·4751 C1E·6075 C3·4630 C6·6122
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 283.9 µs/object	# crc32:14640593  nread=8540363  t=604.192809ms	# POLL·4 C1·4478 C1E·5729 C3·3446 C6·7785
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 309.6 µs/object	# crc32:14640593  nread=8540363  t=658.914158ms	# POLL·4 C1·2617 C1E·7496 C3·6314 C6·4782
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 319.7 µs/object	# crc32:14640593  nread=8540363  t=680.290223ms	# POLL·10 C1·1674 C1E·8143 C3·9228 C6·1995

# 1 clients in parallel
Benchmarkneo/py/sql-zwrk.go·1 3000	2503.3 req/s  399.479 latency-µs/object	# POLL·4 C1·2801 C1E·21286 C3·12792 C6·17115
Benchmarkneo/py/sql-zwrk.go·1 3000	2188.4 req/s  456.960 latency-µs/object	# POLL·4 C1·3446 C1E·21141 C3·17054 C6·10322
Benchmarkneo/py/sql-zwrk.go·1 3000	2662.2 req/s  375.628 latency-µs/object	# POLL·4 C1·4878 C1E·22810 C3·8603 C6·18386
Benchmarkneo/py/sql-zwrk.go·1 3000	2494.3 req/s  400.919 latency-µs/object	# POLL·4 C1·2294 C1E·22677 C3·17289 C6·11298
Benchmarkneo/py/sql-zwrk.go·1 5000	2673.5 req/s  374.048 latency-µs/object	# POLL·6 C1·10002 C1E·27788 C3·16586 C6·21838

# 2 clients in parallel
Benchmarkneo/py/sql-zwrk.go·2 5000	3794.1 req/s  527.138 latency-µs/object	# POLL·3 C1·11196 C1E·21126 C3·16304 C6·18655
Benchmarkneo/py/sql-zwrk.go·2 5000	3205.5 req/s  623.920 latency-µs/object	# POLL·9 C1·3240 C1E·29562 C3·28244 C6·9518
Benchmarkneo/py/sql-zwrk.go·2 5000	2995.8 req/s  667.611 latency-µs/object	# POLL·7 C1·1495 C1E·30501 C3·27347 C6·8997
Benchmarkneo/py/sql-zwrk.go·2 5000	3566.2 req/s  560.827 latency-µs/object	# POLL·3 C1·8904 C1E·24689 C3·20256 C6·15372
Benchmarkneo/py/sql-zwrk.go·2 5000	3172.7 req/s  630.373 latency-µs/object	# POLL·8 C1·2706 C1E·29191 C3·26703 C6·9072

# 3 clients in parallel
Benchmarkneo/py/sql-zwrk.go·3 5000	3378.9 req/s  887.862 latency-µs/object	# POLL·3 C1·11480 C1E·27632 C3·13617 C6·17626
Benchmarkneo/py/sql-zwrk.go·3 5000	3089.2 req/s  971.134 latency-µs/object	# POLL·10 C1·2279 C1E·37931 C3·29423 C6·3416
Benchmarkneo/py/sql-zwrk.go·3 5000	3750.5 req/s  799.903 latency-µs/object	# POLL·6 C1·10206 C1E·21691 C3·29402 C6·6395
Benchmarkneo/py/sql-zwrk.go·3 5000	3308.9 req/s  906.656 latency-µs/object	# POLL·5 C1·5737 C1E·30491 C3·26984 C6·8141
Benchmarkneo/py/sql-zwrk.go·3 5000	3100.8 req/s  967.491 latency-µs/object	# POLL·4 C1·3804 C1E·23465 C3·30452 C6·8118

# 4 clients in parallel
Benchmarkneo/py/sql-zwrk.go·4 5000	3110.2 req/s  1286.106 latency-µs/object	# POLL·5 C1·1477 C1E·27399 C3·30713 C6·4701
Benchmarkneo/py/sql-zwrk.go·4 5000	2921.4 req/s  1369.228 latency-µs/object	# POLL·1 C1·481 C1E·34002 C3·19145 C6·16576
Benchmarkneo/py/sql-zwrk.go·4 5000	3112.0 req/s  1285.356 latency-µs/object	# POLL·7 C1·3562 C1E·23769 C3·28004 C6·8749
Benchmarkneo/py/sql-zwrk.go·4 5000	3446.0 req/s  1160.758 latency-µs/object	# POLL·4 C1·11158 C1E·21609 C3·21077 C6·13330
Benchmarkneo/py/sql-zwrk.go·4 5000	3521.5 req/s  1135.888 latency-µs/object	# POLL·5 C1·9138 C1E·27225 C3·15665 C6·18025

# 8 clients in parallel
Benchmarkneo/py/sql-zwrk.go·8 5000	3586.3 req/s  2230.740 latency-µs/object	# POLL·4 C1·11062 C1E·20736 C3·25966 C6·10689
Benchmarkneo/py/sql-zwrk.go·8 5000	3071.1 req/s  2604.935 latency-µs/object	# POLL·6 C1·3114 C1E·25938 C3·31344 C6·7750
Benchmarkneo/py/sql-zwrk.go·8 5000	2989.9 req/s  2675.712 latency-µs/object	# POLL·8 C1·567 C1E·31680 C3·31385 C6·4794
Benchmarkneo/py/sql-zwrk.go·8 5000	3011.2 req/s  2656.739 latency-µs/object	# POLL·7 C1·2900 C1E·34881 C3·19054 C6·15103
Benchmarkneo/py/sql-zwrk.go·8 5000	3280.4 req/s  2438.710 latency-µs/object	# POLL·2 C1·5614 C1E·27631 C3·23606 C6·11311

# 12 clients in parallel
Benchmarkneo/py/sql-zwrk.go·12 5000	3061.7 req/s  3919.440 latency-µs/object	# POLL·3 C1·3311 C1E·24596 C3·30400 C6·10341
Benchmarkneo/py/sql-zwrk.go·12 5000	3149.4 req/s  3810.233 latency-µs/object	# POLL·9 C1·4849 C1E·25506 C3·24076 C6·12491
Benchmarkneo/py/sql-zwrk.go·12 5000	3663.5 req/s  3275.582 latency-µs/object	# POLL·7 C1·11344 C1E·24437 C3·26254 C6·8414
Benchmarkneo/py/sql-zwrk.go·12 5000	3201.7 req/s  3748.056 latency-µs/object	# POLL·8 C1·3533 C1E·27186 C3·29639 C6·9373
Benchmarkneo/py/sql-zwrk.go·12 5000	2944.0 req/s  4076.049 latency-µs/object	# POLL·5 C1·2707 C1E·29128 C3·25462 C6·12981

# 16 clients in parallel
Benchmarkneo/py/sql-zwrk.go·16 5000	3190.0 req/s  5015.723 latency-µs/object	# POLL·4 C1·6194 C1E·22652 C3·26798 C6·10461
Benchmarkneo/py/sql-zwrk.go·16 5000	3437.6 req/s  4654.433 latency-µs/object	# POLL·11 C1·8054 C1E·28394 C3·26134 C6·9601
Benchmarkneo/py/sql-zwrk.go·16 5000	3361.4 req/s  4759.882 latency-µs/object	# POLL·11 C1·9429 C1E·20651 C3·33433 C6·5513
Benchmarkneo/py/sql-zwrk.go·16 5000	3033.8 req/s  5273.933 latency-µs/object	# POLL·10 C1·6007 C1E·22345 C3·28851 C6·9409
Benchmarkneo/py/sql-zwrk.go·16 5000	3030.6 req/s  5279.400 latency-µs/object	# POLL·4 C1·1774 C1E·29018 C3·31568 C6·7438
2018-03-05 14:47:51.7758 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-03-05 14:47:54 140710856842624 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 18348 ...
Benchmarkneo/py(!log)/sql-zhash.py 2127 1440.8 µs/object	# crc32:14640593  nread=8540363  t=3.066s	# POLL·1 C1·183 C1E·43 C3·11881 C6·10892
Benchmarkneo/py(!log)/sql-zhash.py 2127 957.8 µs/object	# crc32:14640593  nread=8540363  t=2.038s	# POLL·0 C1·178 C1E·1610 C3·15051 C6·1517
Benchmarkneo/py(!log)/sql-zhash.py 2127 936.1 µs/object	# crc32:14640593  nread=8540363  t=1.992s	# POLL·1 C1·88 C1E·1805 C3·14957 C6·1329
Benchmarkneo/py(!log)/sql-zhash.py 2127 937.5 µs/object	# crc32:14640593  nread=8540363  t=1.995s	# POLL·2 C1·696 C1E·1852 C3·15091 C6·1204
Benchmarkneo/py(!log)/sql-zhash.py 2127 906.1 µs/object	# crc32:14640593  nread=8540363  t=1.928s	# POLL·1 C1·114 C1E·2059 C3·14682 C6·1356

Benchmarkneo/py(!log)/sql-zhash.go 2127 451.9 µs/object	# crc32:14640593  nread=8540363  t=961.618699ms	# POLL·6 C1·119 C1E·9193 C3·11095 C6·2033
Benchmarkneo/py(!log)/sql-zhash.go 2127 373.4 µs/object	# crc32:14640593  nread=8540363  t=794.602803ms	# POLL·4 C1·2184 C1E·7786 C3·9017 C6·3684
Benchmarkneo/py(!log)/sql-zhash.go 2127 450.3 µs/object	# crc32:14640593  nread=8540363  t=958.194132ms	# POLL·4 C1·111 C1E·9852 C3·8394 C6·4297
Benchmarkneo/py(!log)/sql-zhash.go 2127 413.6 µs/object	# crc32:14640593  nread=8540363  t=880.045728ms	# POLL·0 C1·112 C1E·10953 C3·10223 C6·1059
Benchmarkneo/py(!log)/sql-zhash.go 2127 419.9 µs/object	# crc32:14640593  nread=8540363  t=893.477335ms	# POLL·4 C1·147 C1E·10058 C3·8871 C6·2946
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 2127 260.2 µs/object	# crc32:14640593  nread=8540363  t=553.799873ms	# POLL·11 C1·4149 C1E·8553 C3·3986 C6·4599
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 2127 275.1 µs/object	# crc32:14640593  nread=8540363  t=585.323152ms	# POLL·5 C1·3168 C1E·8522 C3·5912 C6·3473
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 2127 257.1 µs/object	# crc32:14640593  nread=8540363  t=547.165967ms	# POLL·8 C1·4105 C1E·9272 C3·3646 C6·4587
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 2127 277.5 µs/object	# crc32:14640593  nread=8540363  t=590.427592ms	# POLL·4 C1·2536 C1E·8456 C3·7375 C6·2827
Benchmarkneo/py(!log)/sql-zhash.go+prefetch128 2127 301.1 µs/object	# crc32:14640593  nread=8540363  t=640.77324ms	# POLL·3 C1·1767 C1E·8595 C3·9283 C6·1529

# 1 clients in parallel
Benchmarkneo/py(!log)/sql-zwrk.go·1 3000	2688.0 req/s  372.031 latency-µs/object	# POLL·11 C1·4131 C1E·23610 C3·17869 C6·9423
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2604.5 req/s  383.947 latency-µs/object	# POLL·5 C1·3488 C1E·30903 C3·28439 C6·10182
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2514.8 req/s  397.642 latency-µs/object	# POLL·2 C1·4707 C1E·30052 C3·27082 C6·9246
Benchmarkneo/py(!log)/sql-zwrk.go·1 5000	2861.6 req/s  349.454 latency-µs/object	# POLL·5 C1·9377 C1E·36440 C3·21810 C6·9551
