>>> bench-cluster neotest@rio:1

*** neotest: node: (server)
date:	Mon, 05 Mar 2018 15:16:47 +0300
xnode:	kirr@deco.navytux.spb.ru (2401:5180:0:37::1 192.168.0.2)
uname:	Linux deco 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
cpu/[0-3]/freq: intel_pstate/performance [2.60GHz - 2.60GHz]
cpu/[0-3]/idle: intel_idle/menu: POLL(0μs) C1(2μs) C1E(10μs) C3(70μs) C6(85μs) C7s(124μs) C8(200μs) C9(480μs) C10(890μs)
WARNING: cpu: C-state exit-latency is max 890μs - up to that can add to networked and IPC request-reply latency
disk/sda: SanDisk X400 M.2  rev 0012  477G
nic/eth0: Intel Corporation Ethernet Connection I219-LM rev 21
nic/eth0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple rxhash ...
nic/eth0/coalesce: rxc: 3μs/0f/0μs-irq/0f-irq,  txc: 0μs/0f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
nic/wlan0: Intel Corporation Wireless 8260 rev 3a
nic/wlan0/features: !rx !tx sg !tso !ufo gso gro !lro !rxvlan !txvlan !ntuple !rxhash ...
nic/wlan0/coalesce: rxc: ?,  txc: ?
nic/wlan0/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/wlan0: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8.1-1580-g7c21fb98-dirty
sw/zodb:            5.3.0-12-g2115c90aa
sw/zeo:             5.1.1-7-gf9e4442d
sw/mysqlclient:     1.3.12
sw/wendelin.core:   v0.11-15-gf785ac0

*** neotest: node: (client)
date:	Mon, 05 Mar 2018 15:16:48 +0300
xnode:	neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
uname:	Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
cpu/[0-7]/freq: intel_pstate/performance [3.10GHz - 3.10GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
WARNING: cpu: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
disk/sda: Samsung SSD 840   rev BB0Q 931.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
nic/eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth1/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth1/coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
nic/eth1/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth1: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1589-g7c21fb98
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** server cpu:
node:	deco
cluster:
Benchmarkpystone 1 218123 pystone/s	# POLL·0 C1·0 C1E·3 C3·13 C6·48 C7s·0 C8·60 C9·0 C10·8
Benchmarkpystone 1 215387 pystone/s	# POLL·0 C1·0 C1E·8 C3·15 C6·37 C7s·0 C8·71 C9·0 C10·5
Benchmarkpystone 1 218805 pystone/s	# POLL·0 C1·0 C1E·3 C3·10 C6·41 C7s·0 C8·64 C9·0 C10·5
Benchmarkpystone 1 213975 pystone/s	# POLL·1 C1·0 C1E·5 C3·20 C6·38 C7s·0 C8·72 C9·0 C10·3
Benchmarkpystone 1 212759 pystone/s	# POLL·0 C1·1 C1E·6 C3·16 C6·42 C7s·0 C8·71 C9·0 C10·2
Benchmarktcprtt(c_c)-/1B 1 116.8859 µs/op	# TCP latency using rio: 116.8859 microseconds	# POLL·4 C1·136 C1E·43384 C3·652 C6·127 C7s·0 C8·309 C9·0 C10·275
Benchmarktcprtt(c_c)-/1B 1 116.5975 µs/op	# TCP latency using rio: 116.5975 microseconds	# POLL·3 C1·184 C1E·95922 C3·2076 C6·189 C7s·0 C8·318 C9·0 C10·392

# deco ⇄ rio (lat_tcp.c 1B  -> lat_tcp.go -s)
Benchmarktcprtt(c_go)-/1B 1 117.2212 µs/op	# TCP latency using rio: 117.2212 microseconds	# POLL·6 C1·178 C1E·78799 C3·1622 C6·184 C7s·0 C8·261 C9·0 C10·324
Benchmarktcprtt(c_go)-/1B 1 117.2496 µs/op	# TCP latency using rio: 117.2496 microseconds	# POLL·3 C1·126 C1E·69268 C3·955 C6·88 C7s·0 C8·209 C9·0 C10·232
Benchmarktcprtt(c_go)-/1B 1 116.6814 µs/op	# TCP latency using rio: 116.6814 microseconds	# POLL·4 C1·130 C1E·87028 C3·1864 C6·107 C7s·0 C8·164 C9·0 C10·257
Benchmarktcprtt(c_go)-/1B 1 117.1293 µs/op	# TCP latency using rio: 117.1293 microseconds	# POLL·1 C1·98 C1E·46358 C3·587 C6·100 C7s·0 C8·220 C9·0 C10·301
Benchmarktcprtt(c_go)-/1B 1 116.6483 µs/op	# TCP latency using rio: 116.6483 microseconds	# POLL·6 C1·177 C1E·88121 C3·1009 C6·94 C7s·0 C8·218 C9·0 C10·380

# rio ⇄ deco (lat_tcp.c 1B  -> lat_tcp.c -s)
Benchmark-tcprtt(c_c)/1B 1 116.8547 µs/op	# TCP latency using 192.168.0.2: 116.8547 microseconds	# POLL·4 C1·114 C1E·58413 C3·35 C6·144 C7s·0 C8·399 C9·0 C10·641
Benchmark-tcprtt(c_c)/1B 1 116.9396 µs/op	# TCP latency using 192.168.0.2: 116.9396 microseconds	# POLL·1 C1·235 C1E·60006 C3·28 C6·114 C7s·0 C8·559 C9·0 C10·1030
Benchmark-tcprtt(c_c)/1B 1 116.7515 µs/op	# TCP latency using 192.168.0.2: 116.7515 microseconds	# POLL·3 C1·103 C1E·61405 C3·23 C6·100 C7s·0 C8·369 C9·0 C10·525
Benchmark-tcprtt(c_c)/1B 1 116.7962 µs/op	# TCP latency using 192.168.0.2: 116.7962 microseconds	# POLL·4 C1·131 C1E·57469 C3·19 C6·105 C7s·0 C8·286 C9·0 C10·401
Benchmark-tcprtt(c_c)/1B 1 116.7928 µs/op	# TCP latency using 192.168.0.2: 116.7928 microseconds	# POLL·3 C1·185 C1E·58026 C3·32 C6·107 C7s·0 C8·322 C9·0 C10·365

# rio ⇄ deco (lat_tcp.c 1B  -> lat_tcp.go -s)
Benchmark-tcprtt(c_go)/1B 1 117.0529 µs/op	# TCP latency using 192.168.0.2: 117.0529 microseconds	# POLL·4 C1·1622 C1E·117228 C3·105 C6·125 C7s·0 C8·245 C9·0 C10·284
Benchmark-tcprtt(c_go)/1B 1 117.0545 µs/op	# TCP latency using 192.168.0.2: 117.0545 microseconds	# POLL·6 C1·1287 C1E·126802 C3·176 C6·267 C7s·0 C8·515 C9·0 C10·206
Benchmark-tcprtt(c_go)/1B 1 116.9750 µs/op	# TCP latency using 192.168.0.2: 116.9750 microseconds	# POLL·4 C1·356 C1E·112171 C3·41 C6·96 C7s·0 C8·264 C9·0 C10·348
Benchmark-tcprtt(c_go)/1B 1 117.1346 µs/op	# TCP latency using 192.168.0.2: 117.1346 microseconds	# POLL·4 C1·241 C1E·112490 C3·26 C6·124 C7s·0 C8·283 C9·0 C10·308
Benchmark-tcprtt(c_go)/1B 1 117.0146 µs/op	# TCP latency using 192.168.0.2: 117.0146 microseconds	# POLL·4 C1·288 C1E·114740 C3·37 C6·117 C7s·0 C8·287 C9·0 C10·294

# deco ⇄ rio (lat_tcp.c 1400B  -> lat_tcp.c -s)
Benchmarktcprtt(c_c)-/1400B 1 296.0948 µs/op	# TCP latency using rio: 296.0948 microseconds	# POLL·1 C1·20 C1E·5608 C3·15859 C6·518 C7s·0 C8·203 C9·0 C10·150
Benchmarktcprtt(c_c)-/1400B 1 302.5679 µs/op	# TCP latency using rio: 302.5679 microseconds	# POLL·2 C1·23 C1E·5837 C3·17399 C6·4559 C7s·0 C8·258 C9·0 C10·264
Benchmarktcprtt(c_c)-/1400B 1 317.3061 µs/op	# TCP latency using rio: 317.3061 microseconds	# POLL·5 C1·747 C1E·3792 C3·17690 C6·8915 C7s·0 C8·337 C9·0 C10·339
Benchmarktcprtt(c_c)-/1400B 1 297.7732 µs/op	# TCP latency using rio: 297.7732 microseconds	# POLL·2 C1·112 C1E·6631 C3·16985 C6·798 C7s·0 C8·339 C9·0 C10·381
Benchmarktcprtt(c_c)-/1400B 1 296.0068 µs/op	# TCP latency using rio: 296.0068 microseconds	# POLL·0 C1·87 C1E·6598 C3·17396 C6·758 C7s·0 C8·203 C9·0 C10·384

# deco ⇄ rio (lat_tcp.c 1400B  -> lat_tcp.go -s)
Benchmarktcprtt(c_go)-/1400B 1 358.0924 µs/op	# TCP latency using rio: 358.0924 microseconds	# POLL·0 C1·1207 C1E·1339 C3·17283 C6·776 C7s·0 C8·282 C9·0 C10·376
Benchmarktcprtt(c_go)-/1400B 1 344.2810 µs/op	# TCP latency using rio: 344.2810 microseconds	# POLL·2 C1·923 C1E·1712 C3·19064 C6·4125 C7s·0 C8·288 C9·0 C10·330
Benchmarktcprtt(c_go)-/1400B 1 338.1687 µs/op	# TCP latency using rio: 338.1687 microseconds	# POLL·2 C1·263 C1E·4156 C3·19683 C6·8467 C7s·0 C8·253 C9·0 C10·349
Benchmarktcprtt(c_go)-/1400B 1 328.4280 µs/op	# TCP latency using rio: 328.4280 microseconds	# POLL·1 C1·706 C1E·3744 C3·20174 C6·517 C7s·0 C8·264 C9·0 C10·267
Benchmarktcprtt(c_go)-/1400B 1 368.5874 µs/op	# TCP latency using rio: 368.5874 microseconds	# POLL·0 C1·636 C1E·1303 C3·16433 C6·5976 C7s·0 C8·249 C9·0 C10·296

# rio ⇄ deco (lat_tcp.c 1400B  -> lat_tcp.c -s)
Benchmark-tcprtt(c_c)/1400B 1 298.8791 µs/op	# TCP latency using 192.168.0.2: 298.8791 microseconds	# POLL·1 C1·44 C1E·6702 C3·16722 C6·766 C7s·0 C8·310 C9·0 C10·414
Benchmark-tcprtt(c_c)/1400B 1 297.1628 µs/op	# TCP latency using 192.168.0.2: 297.1628 microseconds	# POLL·1 C1·45 C1E·7364 C3·18109 C6·923 C7s·0 C8·293 C9·0 C10·427
Benchmark-tcprtt(c_c)/1400B 1 296.1883 µs/op	# TCP latency using 192.168.0.2: 296.1883 microseconds	# POLL·0 C1·32 C1E·6177 C3·16252 C6·598 C7s·0 C8·231 C9·0 C10·331
Benchmark-tcprtt(c_c)/1400B 1 296.5866 µs/op	# TCP latency using 192.168.0.2: 296.5866 microseconds	# POLL·1 C1·39 C1E·6831 C3·18672 C6·597 C7s·0 C8·240 C9·0 C10·514
Benchmark-tcprtt(c_c)/1400B 1 301.2054 µs/op	# TCP latency using 192.168.0.2: 301.2054 microseconds	# POLL·1 C1·37 C1E·6836 C3·16526 C6·854 C7s·0 C8·346 C9·0 C10·513

# rio ⇄ deco (lat_tcp.c 1400B  -> lat_tcp.go -s)
Benchmark-tcprtt(c_go)/1400B 1 297.1406 µs/op	# TCP latency using 192.168.0.2: 297.1406 microseconds	# POLL·0 C1·276 C1E·19229 C3·21761 C6·4974 C7s·0 C8·1366 C9·0 C10·626
Benchmark-tcprtt(c_go)/1400B 1 295.2935 µs/op	# TCP latency using 192.168.0.2: 295.2935 microseconds	# POLL·1 C1·627 C1E·19861 C3·19963 C6·7538 C7s·0 C8·982 C9·0 C10·282
Benchmark-tcprtt(c_go)/1400B 1 295.8311 µs/op	# TCP latency using 192.168.0.2: 295.8311 microseconds	# POLL·2 C1·263 C1E·19388 C3·22593 C6·5732 C7s·0 C8·1199 C9·0 C10·377
Benchmark-tcprtt(c_go)/1400B 1 295.2744 µs/op	# TCP latency using 192.168.0.2: 295.2744 microseconds	# POLL·1 C1·229 C1E·18466 C3·22278 C6·4155 C7s·0 C8·961 C9·0 C10·500
Benchmark-tcprtt(c_go)/1400B 1 295.9990 µs/op	# TCP latency using 192.168.0.2: 295.9990 microseconds	# POLL·2 C1·247 C1E·19485 C3·21997 C6·7263 C7s·0 C8·1358 C9·0 C10·579

# deco ⇄ rio (lat_tcp.c 1500B  -> lat_tcp.c -s)
Benchmarktcprtt(c_c)-/1500B 1 172.1652 µs/op	# TCP latency using rio: 172.1652 microseconds	# POLL·3 C1·137 C1E·65113 C3·8 C6·66 C7s·0 C8·200 C9·0 C10·469
Benchmarktcprtt(c_c)-/1500B 1 172.1133 µs/op	# TCP latency using rio: 172.1133 microseconds	# POLL·3 C1·73 C1E·35211 C3·31 C6·60 C7s·0 C8·141 C9·0 C10·131
Benchmarktcprtt(c_c)-/1500B 1 172.7386 µs/op	# TCP latency using rio: 172.7386 microseconds	# POLL·2 C1·136 C1E·44851 C3·8796 C6·220 C7s·0 C8·168 C9·0 C10·125
Benchmarktcprtt(c_c)-/1500B 1 172.3518 µs/op	# TCP latency using rio: 172.3518 microseconds	# POLL·2 C1·85 C1E·33258 C3·15 C6·44 C7s·0 C8·109 C9·0 C10·88
Benchmarktcprtt(c_c)-/1500B 1 172.3695 µs/op	# TCP latency using rio: 172.3695 microseconds	# POLL·1 C1·182 C1E·60761 C3·18 C6·123 C7s·0 C8·355 C9·0 C10·428

# deco ⇄ rio (lat_tcp.c 1500B  -> lat_tcp.go -s)
Benchmarktcprtt(c_go)-/1500B 1 170.9108 µs/op	# TCP latency using rio: 170.9108 microseconds	# POLL·4 C1·227 C1E·70305 C3·32 C6·60 C7s·0 C8·237 C9·0 C10·323
Benchmarktcprtt(c_go)-/1500B 1 171.9354 µs/op	# TCP latency using rio: 171.9354 microseconds	# POLL·2 C1·126 C1E·58423 C3·8676 C6·263 C7s·0 C8·286 C9·0 C10·227
Benchmarktcprtt(c_go)-/1500B 1 170.9465 µs/op	# TCP latency using rio: 170.9465 microseconds	# POLL·4 C1·194 C1E·68979 C3·864 C6·154 C7s·0 C8·311 C9·0 C10·534
Benchmarktcprtt(c_go)-/1500B 1 172.7273 µs/op	# TCP latency using rio: 172.7273 microseconds	# POLL·3 C1·114 C1E·39099 C3·4517 C6·144 C7s·0 C8·148 C9·0 C10·115
Benchmarktcprtt(c_go)-/1500B 1 173.5596 µs/op	# TCP latency using rio: 173.5596 microseconds	# POLL·3 C1·95 C1E·38350 C3·18 C6·64 C7s·0 C8·158 C9·0 C10·181

# rio ⇄ deco (lat_tcp.c 1500B  -> lat_tcp.c -s)
Benchmark-tcprtt(c_c)/1500B 1 172.4577 µs/op	# TCP latency using 192.168.0.2: 172.4577 microseconds	# POLL·5 C1·145 C1E·63769 C3·22 C6·83 C7s·0 C8·212 C9·0 C10·177
Benchmark-tcprtt(c_c)/1500B 1 172.2870 µs/op	# TCP latency using 192.168.0.2: 172.2870 microseconds	# POLL·3 C1·156 C1E·67256 C3·18 C6·87 C7s·0 C8·261 C9·0 C10·427
Benchmark-tcprtt(c_c)/1500B 1 172.5558 µs/op	# TCP latency using 192.168.0.2: 172.5558 microseconds	# POLL·4 C1·986 C1E·65753 C3·141 C6·208 C7s·0 C8·450 C9·0 C10·579
Benchmark-tcprtt(c_c)/1500B 1 172.3078 µs/op	# TCP latency using 192.168.0.2: 172.3078 microseconds	# POLL·2 C1·123 C1E·33599 C3·29 C6·81 C7s·0 C8·593 C9·0 C10·449
Benchmark-tcprtt(c_c)/1500B 1 172.2377 µs/op	# TCP latency using 192.168.0.2: 172.2377 microseconds	# POLL·4 C1·126 C1E·60424 C3·28 C6·88 C7s·0 C8·276 C9·0 C10·426

# rio ⇄ deco (lat_tcp.c 1500B  -> lat_tcp.go -s)
Benchmark-tcprtt(c_go)/1500B 1 176.1577 µs/op	# TCP latency using 192.168.0.2: 176.1577 microseconds	# POLL·7 C1·1851 C1E·103333 C3·1546 C6·193 C7s·0 C8·315 C9·0 C10·333
Benchmark-tcprtt(c_go)/1500B 1 177.7776 µs/op	# TCP latency using 192.168.0.2: 177.7776 microseconds	# POLL·7 C1·989 C1E·93791 C3·80 C6·279 C7s·0 C8·496 C9·0 C10·249
Benchmark-tcprtt(c_go)/1500B 1 176.4514 µs/op	# TCP latency using 192.168.0.2: 176.4514 microseconds	# POLL·9 C1·549 C1E·100042 C3·71 C6·212 C7s·0 C8·479 C9·0 C10·447
Benchmark-tcprtt(c_go)/1500B 1 176.5362 µs/op	# TCP latency using 192.168.0.2: 176.5362 microseconds	# POLL·6 C1·3088 C1E·113202 C3·6986 C6·413 C7s·0 C8·393 C9·0 C10·185
Benchmark-tcprtt(c_go)/1500B 1 176.3966 µs/op	# TCP latency using 192.168.0.2: 176.3966 microseconds	# POLL·9 C1·2472 C1E·111195 C3·2632 C6·261 C7s·0 C8·292 C9·0 C10·263

# deco ⇄ rio (lat_tcp.c 4096B  -> lat_tcp.c -s)
Benchmarktcprtt(c_c)-/4096B 1 588.7267 µs/op	# TCP latency using rio: 588.7267 microseconds	# POLL·0 C1·5 C1E·211 C3·4532 C6·7584 C7s·0 C8·238 C9·0 C10·209
Benchmarktcprtt(c_c)-/4096B 1 585.2015 µs/op	# TCP latency using rio: 585.2015 microseconds	# POLL·0 C1·11 C1E·894 C3·6203 C6·7944 C7s·0 C8·430 C9·0 C10·297
Benchmarktcprtt(c_c)-/4096B 1 564.9376 µs/op	# TCP latency using rio: 564.9376 microseconds	# POLL·1 C1·11 C1E·438 C3·8967 C6·7317 C7s·0 C8·438 C9·0 C10·443
Benchmarktcprtt(c_c)-/4096B 1 563.7137 µs/op	# TCP latency using rio: 563.7137 microseconds	# POLL·0 C1·2 C1E·191 C3·5376 C6·1776 C7s·0 C8·202 C9·0 C10·213
Benchmarktcprtt(c_c)-/4096B 1 509.3701 µs/op	# TCP latency using rio: 509.3701 microseconds	# POLL·0 C1·84 C1E·517 C3·10165 C6·2570 C7s·0 C8·269 C9·0 C10·506

# deco ⇄ rio (lat_tcp.c 4096B  -> lat_tcp.go -s)
Benchmarktcprtt(c_go)-/4096B 1 622.9571 µs/op	# TCP latency using rio: 622.9571 microseconds	# POLL·0 C1·178 C1E·282 C3·4730 C6·4675 C7s·0 C8·348 C9·0 C10·204
Benchmarktcprtt(c_go)-/4096B 1 625.1528 µs/op	# TCP latency using rio: 625.1528 microseconds	# POLL·1 C1·12 C1E·328 C3·4401 C6·6259 C7s·0 C8·336 C9·0 C10·353
Benchmarktcprtt(c_go)-/4096B 1 607.0268 µs/op	# TCP latency using rio: 607.0268 microseconds	# POLL·1 C1·89 C1E·355 C3·5032 C6·2055 C7s·0 C8·631 C9·0 C10·497
Benchmarktcprtt(c_go)-/4096B 1 622.5705 µs/op	# TCP latency using rio: 622.5705 microseconds	# POLL·0 C1·5 C1E·307 C3·8269 C6·3877 C7s·0 C8·365 C9·0 C10·476
Benchmarktcprtt(c_go)-/4096B 1 592.9561 µs/op	# TCP latency using rio: 592.9561 microseconds	# POLL·3 C1·5 C1E·235 C3·4557 C6·5678 C7s·0 C8·271 C9·0 C10·219

# rio ⇄ deco (lat_tcp.c 4096B  -> lat_tcp.c -s)
Benchmark-tcprtt(c_c)/4096B 1 559.5785 µs/op	# TCP latency using 192.168.0.2: 559.5785 microseconds	# POLL·1 C1·10 C1E·354 C3·5457 C6·1748 C7s·0 C8·395 C9·0 C10·444
Benchmark-tcprtt(c_c)/4096B 1 543.9230 µs/op	# TCP latency using 192.168.0.2: 543.9230 microseconds	# POLL·0 C1·9 C1E·253 C3·6992 C6·2017 C7s·0 C8·432 C9·0 C10·494
Benchmark-tcprtt(c_c)/4096B 1 561.8673 µs/op	# TCP latency using 192.168.0.2: 561.8673 microseconds	# POLL·1 C1·13 C1E·101 C3·5218 C6·1571 C7s·0 C8·278 C9·0 C10·349
Benchmark-tcprtt(c_c)/4096B 1 562.0296 µs/op	# TCP latency using 192.168.0.2: 562.0296 microseconds	# POLL·2 C1·11 C1E·217 C3·5545 C6·1615 C7s·0 C8·317 C9·0 C10·430
Benchmark-tcprtt(c_c)/4096B 1 561.3714 µs/op	# TCP latency using 192.168.0.2: 561.3714 microseconds	# POLL·0 C1·3 C1E·267 C3·7253 C6·2197 C7s·0 C8·296 C9·0 C10·295

# rio ⇄ deco (lat_tcp.c 4096B  -> lat_tcp.go -s)
Benchmark-tcprtt(c_go)/4096B 1 509.3268 µs/op	# TCP latency using 192.168.0.2: 509.3268 microseconds	# POLL·0 C1·12 C1E·5711 C3·7647 C6·3922 C7s·0 C8·1063 C9·0 C10·450
Benchmark-tcprtt(c_go)/4096B 1 530.7401 µs/op	# TCP latency using 192.168.0.2: 530.7401 microseconds	# POLL·6 C1·300 C1E·10406 C3·12684 C6·7702 C7s·0 C8·1368 C9·0 C10·711
Benchmark-tcprtt(c_go)/4096B 1 529.0276 µs/op	# TCP latency using 192.168.0.2: 529.0276 microseconds	# POLL·4 C1·191 C1E·8439 C3·10073 C6·6661 C7s·0 C8·1251 C9·0 C10·582
Benchmark-tcprtt(c_go)/4096B 1 530.4419 µs/op	# TCP latency using 192.168.0.2: 530.4419 microseconds	# POLL·4 C1·79 C1E·7456 C3·8499 C6·7099 C7s·0 C8·891 C9·0 C10·511
Benchmark-tcprtt(c_go)/4096B 1 530.7507 µs/op	# TCP latency using 192.168.0.2: 530.7507 microseconds	# POLL·1 C1·45 C1E·8650 C3·10807 C6·6112 C7s·0 C8·1296 C9·0 C10·628


dataset:	wczblk1-8
node:
cluster:	deco-rio

*** ZEO
Benchmarkzeo/py/fs1-zhash.py 2127 941.9 µs/object	# crc32:14640593  nread=8540363  t=2.004s	# POLL·2 C1·21690 C1E·6674 C3·1681 C6·897
Benchmarkzeo/py/fs1-zhash.py 2127 870.3 µs/object	# crc32:14640593  nread=8540363  t=1.852s	# POLL·0 C1·23640 C1E·7161 C3·1530 C6·584
Benchmarkzeo/py/fs1-zhash.py 2127 950.5 µs/object	# crc32:14640593  nread=8540363  t=2.023s	# POLL·1 C1·22809 C1E·6565 C3·1998 C6·810
Benchmarkzeo/py/fs1-zhash.py 2127 737.4 µs/object	# crc32:14640593  nread=8540363  t=1.569s	# POLL·4 C1·25063 C1E·8249 C3·245 C6·425
Benchmarkzeo/py/fs1-zhash.py 2127 781.2 µs/object	# crc32:14640593  nread=8540363  t=1.662s	# POLL·1 C1·25359 C1E·8185 C3·389 C6·448

Benchmarkzeo/py/fs1-zhash.go 2127 638.9 µs/object	# crc32:14640593  nread=8540363  t=1.359628924s	# POLL·0 C1·46 C1E·2539 C3·4126 C6·4892
Benchmarkzeo/py/fs1-zhash.go 2127 635.8 µs/object	# crc32:14640593  nread=8540363  t=1.353086134s	# POLL·3 C1·108 C1E·2526 C3·4071 C6·4667
Benchmarkzeo/py/fs1-zhash.go 2127 637.0 µs/object	# crc32:14640593  nread=8540363  t=1.355630797s	# POLL·0 C1·59 C1E·2500 C3·4226 C6·4581
Benchmarkzeo/py/fs1-zhash.go 2127 639.3 µs/object	# crc32:14640593  nread=8540363  t=1.360346567s	# POLL·0 C1·81 C1E·2494 C3·4097 C6·4701
Benchmarkzeo/py/fs1-zhash.go 2127 638.7 µs/object	# crc32:14640593  nread=8540363  t=1.359123127s	# POLL·0 C1·91 C1E·2511 C3·4156 C6·4552
Benchmarkzeo/py/fs1-zhash.go+prefetch128 2127 71.3 µs/object	# crc32:14640593  nread=8540363  t=151.759778ms	# POLL·1 C1·724 C1E·3919 C3·274 C6·813
Benchmarkzeo/py/fs1-zhash.go+prefetch128 2127 63.4 µs/object	# crc32:14640593  nread=8540363  t=134.970265ms	# POLL·4 C1·1004 C1E·3839 C3·250 C6·843
Benchmarkzeo/py/fs1-zhash.go+prefetch128 2127 69.8 µs/object	# crc32:14640593  nread=8540363  t=148.63548ms	# POLL·2 C1·910 C1E·4014 C3·329 C6·856
Benchmarkzeo/py/fs1-zhash.go+prefetch128 2127 65.1 µs/object	# crc32:14640593  nread=8540363  t=138.505471ms	# POLL·0 C1·1164 C1E·4151 C3·362 C6·727
Benchmarkzeo/py/fs1-zhash.go+prefetch128 2127 74.7 µs/object	# crc32:14640593  nread=8540363  t=158.861042ms	# POLL·3 C1·1200 C1E·4083 C3·415 C6·897

# 1 clients in parallel
Benchmarkzeo/py/fs1-zwrk.go·1 2000	1564.7 req/s  639.088 latency-µs/object	# POLL·0 C1·94 C1E·5116 C3·8180 C6·9005
Benchmarkzeo/py/fs1-zwrk.go·1 3000	1573.6 req/s  635.501 latency-µs/object	# POLL·1 C1·139 C1E·6158 C3·10114 C6·10979
Benchmarkzeo/py/fs1-zwrk.go·1 3000	1575.8 req/s  634.591 latency-µs/object	# POLL·1 C1·100 C1E·6067 C3·10068 C6·11031
Benchmarkzeo/py/fs1-zwrk.go·1 3000	1576.7 req/s  634.233 latency-µs/object	# POLL·1 C1·147 C1E·6108 C3·10098 C6·10979
Benchmarkzeo/py/fs1-zwrk.go·1 3000	1571.0 req/s  636.523 latency-µs/object	# POLL·1 C1·133 C1E·6102 C3·10015 C6·11071

# 2 clients in parallel
Benchmarkzeo/py/fs1-zwrk.go·2 5000	3187.1 req/s  627.535 latency-µs/object	# POLL·3 C1·177 C1E·11477 C3·9470 C6·11810
Benchmarkzeo/py/fs1-zwrk.go·2 5000	3201.2 req/s  624.773 latency-µs/object	# POLL·2 C1·125 C1E·12847 C3·9389 C6·11370
Benchmarkzeo/py/fs1-zwrk.go·2 5000	3214.4 req/s  622.203 latency-µs/object	# POLL·2 C1·193 C1E·11557 C3·9316 C6·11820
Benchmarkzeo/py/fs1-zwrk.go·2 5000	3200.7 req/s  624.869 latency-µs/object	# POLL·0 C1·152 C1E·15163 C3·9073 C6·10846
Benchmarkzeo/py/fs1-zwrk.go·2 5000	3171.1 req/s  630.697 latency-µs/object	# POLL·0 C1·160 C1E·14261 C3·9802 C6·10546

# 3 clients in parallel
Benchmarkzeo/py/fs1-zwrk.go·3 10000	5058.8 req/s  593.031 latency-µs/object	# POLL·4 C1·290 C1E·22105 C3·10924 C6·15470
Benchmarkzeo/py/fs1-zwrk.go·3 10000	5085.6 req/s  589.903 latency-µs/object	# POLL·2 C1·348 C1E·24035 C3·10480 C6·15255
Benchmarkzeo/py/fs1-zwrk.go·3 10000	5170.4 req/s  580.226 latency-µs/object	# POLL·2 C1·353 C1E·24473 C3·10388 C6·15083
Benchmarkzeo/py/fs1-zwrk.go·3 10000	5004.6 req/s  599.449 latency-µs/object	# POLL·1 C1·304 C1E·22870 C3·10189 C6·16200
