>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 14:03:41 +0300
xnode:	neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
uname:	Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
cpu/[0-7]/freq: intel_pstate/performance [3.10GHz - 3.10GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
WARNING: cpu: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
disk/sda: Samsung SSD 840   rev BB0Q 931.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
nic/eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth1/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth1/coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
nic/eth1/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth1: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1588-g916782b6
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	rio
cluster:
Benchmarkpystone 1 144446 pystone/s	# POLL·0 C1·2 C1E·7 C3·3 C6·154
Benchmarkpystone 1 147504 pystone/s	# POLL·0 C1·4 C1E·4 C3·10 C6·147
Benchmarkpystone 1 146969 pystone/s	# POLL·0 C1·12 C1E·4 C3·5 C6·142
Benchmarkpystone 1 145466 pystone/s	# POLL·0 C1·19 C1E·3 C3·10 C6·166
Benchmarkpystone 1 145452 pystone/s	# POLL·1 C1·2 C1E·2 C3·7 C6·134

# 1 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6292.6 req/s  158.917 latency-µs/object	# POLL·2 C1·12241 C1E·59972 C3·297 C6·1616
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6348.1 req/s  157.527 latency-µs/object	# POLL·0 C1·12234 C1E·59697 C3·747 C6·1392
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6304.5 req/s  158.616 latency-µs/object	# POLL·3 C1·12238 C1E·59811 C3·303 C6·1758
Benchmarkneo/py/sqlite-zwrk.go·1 10000	5811.7 req/s  172.066 latency-µs/object	# POLL·1 C1·12182 C1E·58295 C3·664 C6·3039
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6126.8 req/s  163.216 latency-µs/object	# POLL·4 C1·12244 C1E·59581 C3·422 C6·1858

# 2 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7791.4 req/s  256.694 latency-µs/object	# POLL·2 C1·1844 C1E·61423 C3·116 C6·842
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7799.0 req/s  256.443 latency-µs/object	# POLL·1 C1·2111 C1E·61207 C3·205 C6·669
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7774.0 req/s  257.268 latency-µs/object	# POLL·2 C1·1963 C1E·61488 C3·146 C6·523
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7334.4 req/s  272.686 latency-µs/object	# POLL·1 C1·2149 C1E·60976 C3·178 C6·866
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7509.4 req/s  266.334 latency-µs/object	# POLL·4 C1·2117 C1E·61360 C3·171 C6·538

# 3 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7725.3 req/s  388.334 latency-µs/object	# POLL·3 C1·2102 C1E·61223 C3·161 C6·882
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7827.2 req/s  383.279 latency-µs/object	# POLL·2 C1·1958 C1E·61341 C3·213 C6·647
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7717.8 req/s  388.710 latency-µs/object	# POLL·0 C1·1578 C1E·61868 C3·330 C6·477
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7750.4 req/s  387.078 latency-µs/object	# POLL·0 C1·1962 C1E·61312 C3·213 C6·702
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7669.0 req/s  391.185 latency-µs/object	# POLL·1 C1·1912 C1E·61032 C3·291 C6·1026

# 4 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7811.5 req/s  512.068 latency-µs/object	# POLL·1 C1·1763 C1E·61593 C3·158 C6·685
Benchmarkneo/py/sqlite-zwrk.go·4 10000	6919.5 req/s  578.076 latency-µs/object	# POLL·2 C1·2121 C1E·61174 C3·189 C6·727
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7723.8 req/s  517.881 latency-µs/object	# POLL·2 C1·2109 C1E·61219 C3·139 C6·848
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7632.8 req/s  524.053 latency-µs/object	# POLL·4 C1·1877 C1E·61475 C3·312 C6·506
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7808.6 req/s  512.256 latency-µs/object	# POLL·1 C1·2089 C1E·60745 C3·213 C6·1191

# 8 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7780.1 req/s  1028.270 latency-µs/object	# POLL·4 C1·1959 C1E·61534 C3·184 C6·764
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7731.0 req/s  1034.800 latency-µs/object	# POLL·5 C1·2311 C1E·61432 C3·155 C6·721
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7653.2 req/s  1045.317 latency-µs/object	# POLL·3 C1·1713 C1E·61690 C3·437 C6·567
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7708.2 req/s  1037.855 latency-µs/object	# POLL·0 C1·2207 C1E·61230 C3·237 C6·651
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7557.6 req/s  1058.543 latency-µs/object	# POLL·2 C1·2039 C1E·61506 C3·197 C6·861

# 12 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7701.9 req/s  1558.065 latency-µs/object	# POLL·3 C1·1965 C1E·61611 C3·142 C6·1036
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7701.1 req/s  1558.215 latency-µs/object	# POLL·4 C1·1960 C1E·61733 C3·181 C6·819
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7534.9 req/s  1592.581 latency-µs/object	# POLL·4 C1·2134 C1E·61540 C3·287 C6·739
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7767.6 req/s  1544.881 latency-µs/object	# POLL·1 C1·2265 C1E·61429 C3·267 C6·706
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7684.6 req/s  1561.556 latency-µs/object	# POLL·1 C1·2260 C1E·60976 C3·208 C6·1309

# 16 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7677.5 req/s  2084.004 latency-µs/object	# POLL·5 C1·2191 C1E·61701 C3·166 C6·1001
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7774.8 req/s  2057.935 latency-µs/object	# POLL·3 C1·2159 C1E·61672 C3·152 C6·1068
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7676.9 req/s  2084.187 latency-µs/object	# POLL·4 C1·1868 C1E·61844 C3·145 C6·1024
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7666.6 req/s  2086.983 latency-µs/object	# POLL·5 C1·1971 C1E·61801 C3·184 C6·939
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7681.3 req/s  2082.968 latency-µs/object	# POLL·5 C1·2011 C1E·61784 C3·163 C6·938
2018-03-05 14:14:07.4474 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sqlite (logging disabled)
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 310.6 µs/object	# crc32:14640593  nread=8540363  t=0.661s	# POLL·1 C1·9184 C1E·8865 C3·1146 C6·1026
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 319.2 µs/object	# crc32:14640593  nread=8540363  t=0.679s	# POLL·0 C1·2582 C1E·9685 C3·1337 C6·2072
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 343.8 µs/object	# crc32:14640593  nread=8540363  t=0.732s	# POLL·3 C1·5729 C1E·8820 C3·1498 C6·1594
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 332.7 µs/object	# crc32:14640593  nread=8540363  t=0.708s	# POLL·1 C1·12188 C1E·5985 C3·1439 C6·1256
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 344.9 µs/object	# crc32:14640593  nread=8540363  t=0.734s	# POLL·6 C1·6954 C1E·8542 C3·1006 C6·1811

Benchmarkneo/py(!log)/sqlite-zhash.go 2127 156.5 µs/object	# crc32:14640593  nread=8540363  t=332.953583ms	# POLL·1 C1·2110 C1E·10805 C3·44 C6·155
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 157.9 µs/object	# crc32:14640593  nread=8540363  t=335.964341ms	# POLL·1 C1·2082 C1E·10759 C3·83 C6·280
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 150.2 µs/object	# crc32:14640593  nread=8540363  t=319.554083ms	# POLL·0 C1·2017 C1E·10829 C3·90 C6·231
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 158.3 µs/object	# crc32:14640593  nread=8540363  t=336.866616ms	# POLL·2 C1·2092 C1E·10736 C3·89 C6·216
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 161.8 µs/object	# crc32:14640593  nread=8540363  t=344.234655ms	# POLL·1 C1·2158 C1E·10551 C3·90 C6·366
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 121.4 µs/object	# crc32:14640593  nread=8540363  t=258.3656ms	# POLL·1 C1·1285 C1E·10750 C3·94 C6·445
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 126.2 µs/object	# crc32:14640593  nread=8540363  t=268.610895ms	# POLL·3 C1·1102 C1E·10989 C3·68 C6·435
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 126.2 µs/object	# crc32:14640593  nread=8540363  t=268.580135ms	# POLL·2 C1·1044 C1E·11082 C3·55 C6·484
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 128.3 µs/object	# crc32:14640593  nread=8540363  t=273.079082ms	# POLL·1 C1·1139 C1E·11131 C3·78 C6·456
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 126.2 µs/object	# crc32:14640593  nread=8540363  t=268.576047ms	# POLL·1 C1·932 C1E·11288 C3·86 C6·311

# 1 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	6748.9 req/s  148.171 latency-µs/object	# POLL·1 C1·12290 C1E·61396 C3·67 C6·400
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	6411.2 req/s  155.976 latency-µs/object	# POLL·2 C1·12192 C1E·60752 C3·175 C6·926
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	6638.4 req/s  150.638 latency-µs/object	# POLL·4 C1·12012 C1E·61484 C3·103 C6·500
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	6840.6 req/s  146.186 latency-µs/object	# POLL·1 C1·12259 C1E·61374 C3·124 C6·302
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	6787.8 req/s  147.324 latency-µs/object	# POLL·4 C1·11943 C1E·61680 C3·107 C6·290

# 2 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	7551.3 req/s  264.855 latency-µs/object	# POLL·2 C1·2171 C1E·61428 C3·71 C6·402
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8489.9 req/s  235.573 latency-µs/object	# POLL·2 C1·2216 C1E·61465 C3·91 C6·332
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8466.3 req/s  236.231 latency-µs/object	# POLL·1 C1·2007 C1E·61652 C3·61 C6·369
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8425.0 req/s  237.388 latency-µs/object	# POLL·3 C1·1508 C1E·62098 C3·72 C6·375
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8595.8 req/s  232.671 latency-µs/object	# POLL·3 C1·2228 C1E·61355 C3·108 C6·315

# 3 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	7488.7 req/s  400.603 latency-µs/object	# POLL·5 C1·2159 C1E·61473 C3·105 C6·383
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8020.9 req/s  374.021 latency-µs/object	# POLL·3 C1·2196 C1E·61395 C3·123 C6·395
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8452.8 req/s  354.912 latency-µs/object	# POLL·4 C1·2189 C1E·61463 C3·63 C6·380
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8308.2 req/s  361.091 latency-µs/object	# POLL·0 C1·2156 C1E·61530 C3·103 C6·339
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	7507.2 req/s  399.619 latency-µs/object	# POLL·1 C1·2084 C1E·61460 C3·132 C6·532

# 4 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	7552.7 req/s  529.615 latency-µs/object	# POLL·4 C1·1986 C1E·61707 C3·113 C6·359
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8507.4 req/s  470.178 latency-µs/object	# POLL·3 C1·2283 C1E·61492 C3·98 C6·276
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8464.9 req/s  472.538 latency-µs/object	# POLL·0 C1·2201 C1E·61470 C3·95 C6·406
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8368.7 req/s  477.971 latency-µs/object	# POLL·9 C1·2214 C1E·61197 C3·125 C6·599
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8457.1 req/s  472.974 latency-µs/object	# POLL·2 C1·2220 C1E·61505 C3·99 C6·259

# 8 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8281.4 req/s  966.019 latency-µs/object	# POLL·2 C1·2202 C1E·61446 C3·163 C6·625
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8399.3 req/s  952.462 latency-µs/object	# POLL·1 C1·2093 C1E·61421 C3·167 C6·712
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8516.8 req/s  939.320 latency-µs/object	# POLL·2 C1·1732 C1E·61507 C3·145 C6·955
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8444.6 req/s  947.350 latency-µs/object	# POLL·4 C1·2257 C1E·61536 C3·79 C6·491
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8463.2 req/s  945.265 latency-µs/object	# POLL·5 C1·2341 C1E·61493 C3·113 C6·360

# 12 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8512.7 req/s  1409.657 latency-µs/object	# POLL·3 C1·1904 C1E·61919 C3·247 C6·510
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	7766.9 req/s  1545.023 latency-µs/object	# POLL·3 C1·2287 C1E·61357 C3·290 C6·736
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8462.1 req/s  1418.086 latency-µs/object	# POLL·1 C1·2259 C1E·61660 C3·102 C6·550
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8445.5 req/s  1420.876 latency-µs/object	# POLL·2 C1·2063 C1E·61845 C3·129 C6·574
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8414.4 req/s  1426.119 latency-µs/object	# POLL·4 C1·2282 C1E·61614 C3·184 C6·561

# 16 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8011.5 req/s  1997.137 latency-µs/object	# POLL·4 C1·2242 C1E·61808 C3·102 C6·597
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8497.7 req/s  1882.870 latency-µs/object	# POLL·1 C1·2008 C1E·61947 C3·95 C6·499
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8532.2 req/s  1875.244 latency-µs/object	# POLL·1 C1·2306 C1E·61584 C3·116 C6·581
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8502.0 req/s  1881.902 latency-µs/object	# POLL·3 C1·2251 C1E·61730 C3·86 C6·526
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8163.2 req/s  1960.004 latency-µs/object	# POLL·3 C1·2139 C1E·61847 C3·109 C6·565
2018-03-05 14:15:28.2255 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql
2018-03-05 14:15:28 139826639652864 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 28424 ...
unexpected packet: Retry Later in PrimaryBootstrapHandler
Connection to None lost
Benchmarkneo/py/sql-zhash.py 2127 566.1 µs/object	# crc32:14640593  nread=8540363  t=1.205s
# POLL·0 C1·17835 C1E·13248 C3·2730 C6·3135
Benchmarkneo/py/sql-zhash.py 2127 361.9 µs/object	# crc32:14640593  nread=8540363  t=0.770s	# POLL·1 C1·27333 C1E·4447 C3·712 C6·2608
Benchmarkneo/py/sql-zhash.py 2127 338.5 µs/object	# crc32:14640593  nread=8540363  t=0.720s	# POLL·1 C1·28176 C1E·3608 C3·1311 C6·4094
Benchmarkneo/py/sql-zhash.py 2127 350.6 µs/object	# crc32:14640593  nread=8540363  t=0.746s	# POLL·0 C1·25269 C1E·4604 C3·3003 C6·2153
Benchmarkneo/py/sql-zhash.py 2127 352.4 µs/object	# crc32:14640593  nread=8540363  t=0.750s	# POLL·1 C1·26423 C1E·5011 C3·2962 C6·1346

Benchmarkneo/py/sql-zhash.go 2127 202.8 µs/object	# crc32:14640593  nread=8540363  t=431.631994ms	# POLL·1 C1·10995 C1E·13896 C3·529 C6·494
Benchmarkneo/py/sql-zhash.go 2127 194.8 µs/object	# crc32:14640593  nread=8540363  t=414.494691ms	# POLL·4 C1·11236 C1E·11020 C3·3340 C6·415
Benchmarkneo/py/sql-zhash.go 2127 195.0 µs/object	# crc32:14640593  nread=8540363  t=414.963722ms	# POLL·2 C1·10724 C1E·13476 C3·519 C6·975
Benchmarkneo/py/sql-zhash.go 2127 195.0 µs/object	# crc32:14640593  nread=8540363  t=414.887018ms	# POLL·0 C1·10695 C1E·12071 C3·1103 C6·1487
Benchmarkneo/py/sql-zhash.go 2127 198.9 µs/object	# crc32:14640593  nread=8540363  t=423.282535ms	# POLL·2 C1·10966 C1E·14032 C3·256 C6·655
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 178.7 µs/object	# crc32:14640593  nread=8540363  t=380.176986ms	# POLL·5 C1·8802 C1E·14178 C3·475 C6·1348
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 178.0 µs/object	# crc32:14640593  nread=8540363  t=378.725205ms	# POLL·2 C1·9568 C1E·14206 C3·740 C6·550
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 177.4 µs/object	# crc32:14640593  nread=8540363  t=377.459831ms	# POLL·4 C1·8965 C1E·14756 C3·528 C6·662
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 179.2 µs/object	# crc32:14640593  nread=8540363  t=381.41076ms	# POLL·3 C1·8983 C1E·13743 C3·1537 C6·610
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 189.3 µs/object	# crc32:14640593  nread=8540363  t=402.837514ms	# POLL·1 C1·8908 C1E·14365 C3·735 C6·1088

# 1 clients in parallel
Benchmarkneo/py/sql-zwrk.go·1 10000	5052.3 req/s  197.931 latency-µs/object	# POLL·1 C1·60492 C1E·80641 C3·7173 C6·1879
Benchmarkneo/py/sql-zwrk.go·1 10000	5238.3 req/s  190.901 latency-µs/object	# POLL·3 C1·63378 C1E·67921 C3·7779 C6·6381
Benchmarkneo/py/sql-zwrk.go·1 10000	5140.4 req/s  194.538 latency-µs/object	# POLL·3 C1·61806 C1E·68578 C3·5782 C6·7710
Benchmarkneo/py/sql-zwrk.go·1 10000	5103.2 req/s  195.955 latency-µs/object	# POLL·4 C1·61066 C1E·69727 C3·5824 C6·5994
Benchmarkneo/py/sql-zwrk.go·1 10000	5256.7 req/s  190.233 latency-µs/object	# POLL·0 C1·64118 C1E·70403 C3·6356 C6·5528

# 2 clients in parallel
Benchmarkneo/py/sql-zwrk.go·2 10000	6219.3 req/s  321.579 latency-µs/object	# POLL·6 C1·54220 C1E·73656 C3·2471 C6·1981
Benchmarkneo/py/sql-zwrk.go·2 10000	5687.6 req/s  351.644 latency-µs/object	# POLL·5 C1·50543 C1E·75578 C3·3540 C6·3217
Benchmarkneo/py/sql-zwrk.go·2 10000	6127.0 req/s  326.423 latency-µs/object	# POLL·3 C1·53538 C1E·71191 C3·3991 C6·4591
Benchmarkneo/py/sql-zwrk.go·2 10000	6055.3 req/s  330.290 latency-µs/object	# POLL·1 C1·50286 C1E·77213 C3·3217 C6·1974
Benchmarkneo/py/sql-zwrk.go·2 10000	5995.2 req/s  333.601 latency-µs/object	# POLL·7 C1·50488 C1E·77233 C3·3368 C6·1856

# 3 clients in parallel
Benchmarkneo/py/sql-zwrk.go·3 10000	5831.3 req/s  514.463 latency-µs/object	# POLL·6 C1·46428 C1E·74500 C3·3557 C6·3922
Benchmarkneo/py/sql-zwrk.go·3 10000	6202.1 req/s  483.709 latency-µs/object	# POLL·2 C1·49942 C1E·74688 C3·3517 C6·3849
Benchmarkneo/py/sql-zwrk.go·3 10000	5916.7 req/s  507.038 latency-µs/object	# POLL·4 C1·50522 C1E·74728 C3·3256 C6·4597
Benchmarkneo/py/sql-zwrk.go·3 10000	6084.6 req/s  493.052 latency-µs/object	# POLL·2 C1·48709 C1E·75405 C3·4671 C6·1625
Benchmarkneo/py/sql-zwrk.go·3 10000	5818.2 req/s  515.623 latency-µs/object	# POLL·5 C1·49145 C1E·73335 C3·4436 C6·3975

# 4 clients in parallel
Benchmarkneo/py/sql-zwrk.go·4 10000	6138.4 req/s  651.634 latency-µs/object	# POLL·3 C1·50091 C1E·74565 C3·2142 C6·4024
Benchmarkneo/py/sql-zwrk.go·4 10000	6121.4 req/s  653.444 latency-µs/object	# POLL·3 C1·48343 C1E·75704 C3·2205 C6·4636
Benchmarkneo/py/sql-zwrk.go·4 10000	6066.6 req/s  659.346 latency-µs/object	# POLL·11 C1·50207 C1E·74018 C3·3513 C6·3624
Benchmarkneo/py/sql-zwrk.go·4 10000	6000.0 req/s  666.671 latency-µs/object	# POLL·1 C1·51052 C1E·75119 C3·4291 C6·2707
Benchmarkneo/py/sql-zwrk.go·4 10000	5974.5 req/s  669.509 latency-µs/object	# POLL·6 C1·51737 C1E·75066 C3·4267 C6·1367

# 8 clients in parallel
Benchmarkneo/py/sql-zwrk.go·8 10000	5802.7 req/s  1378.666 latency-µs/object	# POLL·4 C1·41175 C1E·72667 C3·4606 C6·5320
Benchmarkneo/py/sql-zwrk.go·8 10000	5947.3 req/s  1345.148 latency-µs/object	# POLL·1 C1·47933 C1E·75709 C3·3259 C6·3145
Benchmarkneo/py/sql-zwrk.go·8 10000	6004.8 req/s  1332.260 latency-µs/object	# POLL·4 C1·48141 C1E·77761 C3·3149 C6·1985
Benchmarkneo/py/sql-zwrk.go·8 10000	6124.7 req/s  1306.184 latency-µs/object	# POLL·5 C1·51088 C1E·75012 C3·2401 C6·5144
Benchmarkneo/py/sql-zwrk.go·8 10000	5940.0 req/s  1346.804 latency-µs/object	# POLL·2 C1·52558 C1E·77675 C3·3028 C6·1371

# 12 clients in parallel
Benchmarkneo/py/sql-zwrk.go·12 10000	6149.6 req/s  1951.352 latency-µs/object	# POLL·1 C1·46259 C1E·76639 C3·4035 C6·1754
Benchmarkneo/py/sql-zwrk.go·12 10000	5849.0 req/s  2051.627 latency-µs/object	# POLL·7 C1·51105 C1E·75475 C3·4125 C6·2363
Benchmarkneo/py/sql-zwrk.go·12 10000	5839.2 req/s  2055.091 latency-µs/object	# POLL·5 C1·51808 C1E·76506 C3·3247 C6·2702
Benchmarkneo/py/sql-zwrk.go·12 10000	5426.2 req/s  2211.497 latency-µs/object	# POLL·2 C1·53307 C1E·72276 C3·3358 C6·7226
Benchmarkneo/py/sql-zwrk.go·12 10000	5944.4 req/s  2018.696 latency-µs/object	# POLL·16 C1·48317 C1E·75003 C3·4166 C6·1879

# 16 clients in parallel
Benchmarkneo/py/sql-zwrk.go·16 10000	6093.1 req/s  2625.909 latency-µs/object	# POLL·5 C1·51779 C1E·74025 C3·2354 C6·4288
Benchmarkneo/py/sql-zwrk.go·16 10000	6150.7 req/s  2601.343 latency-µs/object	# POLL·3 C1·55907 C1E·74964 C3·1728 C6·3127
Benchmarkneo/py/sql-zwrk.go·16 10000	6053.1 req/s  2643.278 latency-µs/object	# POLL·3 C1·54640 C1E·74666 C3·4536 C6·2446
Benchmarkneo/py/sql-zwrk.go·16 10000	6015.0 req/s  2660.025 latency-µs/object	# POLL·6 C1·54016 C1E·75280 C3·3419 C6·3393
Benchmarkneo/py/sql-zwrk.go·16 10000	5336.2 req/s  2998.379 latency-µs/object	# POLL·3 C1·55595 C1E·74638 C3·3808 C6·4147
2018-03-05 14:17:14.4889 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-03-05 14:17:16 140048043415552 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 31075 ...
Benchmarkneo/py(!log)/sql-zhash.py 2127 569.4 µs/object	# crc32:14640593  nread=8540363  t=1.212s	# POLL·2 C1·18346 C1E·13246 C3·1593 C6·3408
Benchmarkneo/py(!log)/sql-zhash.py 2127 350.0 µs/object	# crc32:14640593  nread=8540363  t=0.745s	# POLL·0 C1·26681 C1E·2905 C3·1576 C6·3827
Benchmarkneo/py(!log)/sql-zhash.py 2127 366.0 µs/object	# crc32:14640593  nread=8540363  t=0.779s	# POLL·2 C1·25898 C1E·5331 C3·1477 C6·1334
Benchmarkneo/py(!log)/sql-zhash.py 2127 333.9 µs/object	# crc32:14640593  nread=8540363  t=0.711s	# POLL·1 C1·13374 C1E·10739 C3·1570 C6·2853
Benchmarkneo/py(!log)/sql-zhash.py 2127 339.7 µs/object	# crc32:14640593  nread=8540363  t=0.723s	# POLL·0 C1·30783 C1E·3528 C3·15 C6·2239

Benchmarkneo/py(!log)/sql-zhash.go 2127 183.4 µs/object	# crc32:14640593  nread=8540363  t=390.362422ms	# POLL·2 C1·10799 C1E·12410 C3·1420 C6·901
Benchmarkneo/py(!log)/sql-zhash.go 2127 179.3 µs/object	# crc32:14640593  nread=8540363  t=381.514847ms	# POLL·2 C1·10076 C1E·12860 C3·1407 C6·300
Benchmarkneo/py(!log)/sql-zhash.go 2127 177.8 µs/object	# crc32:14640593  nread=8540363  t=378.3277ms	# POLL·3 C1·11165 C1E·13405 C3·353 C6·621
