>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 13:41:28 +0100
xnode:	test@neo1.kirr.nexedi.com (2001:67c:1254:e:d4::1 (+ 1·ipv6) 192.168.102.20)
uname:	Linux neo1 4.12.0-2-amd64 #1 SMP Debian 4.12.13-1 (2017-09-19) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7 CPU         860  @ 2.80GHz
cpu/[0-7]/freq: acpi-cpufreq/performance [2.80GHz - 2.80GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
WARNING: cpu: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
disk/sda: INTEL SSDSA2M080  rev 02HD 74.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 03
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1589-g7c21fb9
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	neo1
cluster:
Benchmarkpystone 1 106105 pystone/s	# POLL·0 C1·1 C1E·1 C3·25 C6·256
Benchmarkpystone 1 106135 pystone/s	# POLL·0 C1·8 C1E·0 C3·37 C6·187
Benchmarkpystone 1 106913 pystone/s	# POLL·0 C1·7 C1E·6 C3·36 C6·285
Benchmarkpystone 1 106176 pystone/s	# POLL·0 C1·5 C1E·1 C3·21 C6·197
Benchmarkpystone 1 105523 pystone/s	# POLL·0 C1·13 C1E·0 C3·32 C6·218
Benchmarkneo/py/sqlite-zhash.go+prefetch128 2127 183.6 µs/object	# crc32:14640593  nread=8540363  t=390.737509ms	# POLL·8 C1·458 C1E·8074 C3·2485 C6·830
Benchmarkneo/py/sqlite-zhash.go+prefetch128 2127 185.8 µs/object	# crc32:14640593  nread=8540363  t=395.424164ms	# POLL·14 C1·555 C1E·7855 C3·2961 C6·532

# 1 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·1 5000	3950.4 req/s  253.137 latency-µs/object	# POLL·7 C1·713 C1E·20315 C3·20747 C6·729
Benchmarkneo/py/sqlite-zwrk.go·1 10000	3865.7 req/s  258.684 latency-µs/object	# POLL·10 C1·171 C1E·45888 C3·27864 C6·3399
Benchmarkneo/py/sqlite-zwrk.go·1 5000	3837.7 req/s  260.574 latency-µs/object	# POLL·10 C1·189 C1E·23459 C3·18264 C6·2397
Benchmarkneo/py/sqlite-zwrk.go·1 10000	3984.5 req/s  250.973 latency-µs/object	# POLL·9 C1·204 C1E·37958 C3·31164 C6·2704
Benchmarkneo/py/sqlite-zwrk.go·1 10000	3903.7 req/s  256.165 latency-µs/object	# POLL·12 C1·346 C1E·34127 C3·33326 C6·2638

# 2 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·2 10000	5588.6 req/s  357.874 latency-µs/object	# POLL·16 C1·575 C1E·42604 C3·19784 C6·3067
Benchmarkneo/py/sqlite-zwrk.go·2 10000	5596.9 req/s  357.341 latency-µs/object	# POLL·8 C1·226 C1E·43297 C3·19092 C6·2245
Benchmarkneo/py/sqlite-zwrk.go·2 10000	5593.1 req/s  357.585 latency-µs/object	# POLL·6 C1·315 C1E·39712 C3·21170 C6·2581
Benchmarkneo/py/sqlite-zwrk.go·2 10000	5584.8 req/s  358.115 latency-µs/object	# POLL·12 C1·288 C1E·39337 C3·20212 C6·2915
Benchmarkneo/py/sqlite-zwrk.go·2 10000	5599.4 req/s  357.180 latency-µs/object	# POLL·3 C1·392 C1E·40157 C3·23446 C6·828

# 3 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·3 10000	5569.7 req/s  538.632 latency-µs/object	# POLL·12 C1·154 C1E·39673 C3·19415 C6·3707
Benchmarkneo/py/sqlite-zwrk.go·3 10000	5163.7 req/s  580.977 latency-µs/object	# POLL·9 C1·182 C1E·40381 C3·22362 C6·3276
Benchmarkneo/py/sqlite-zwrk.go·3 10000	5578.3 req/s  537.798 latency-µs/object	# POLL·8 C1·313 C1E·38612 C3·24061 C6·1551
Benchmarkneo/py/sqlite-zwrk.go·3 10000	5294.5 req/s  566.631 latency-µs/object	# POLL·16 C1·519 C1E·57317 C3·30683 C6·3545
Benchmarkneo/py/sqlite-zwrk.go·3 10000	5568.5 req/s  538.749 latency-µs/object	# POLL·11 C1·420 C1E·40871 C3·21095 C6·2564

# 4 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·4 10000	5243.8 req/s  762.811 latency-µs/object	# POLL·10 C1·596 C1E·38104 C3·22433 C6·2791
Benchmarkneo/py/sqlite-zwrk.go·4 10000	5276.1 req/s  758.135 latency-µs/object	# POLL·11 C1·165 C1E·46118 C3·18849 C6·3214
Benchmarkneo/py/sqlite-zwrk.go·4 10000	5310.9 req/s  753.170 latency-µs/object	# POLL·176 C1·257 C1E·36943 C3·22850 C6·3349
Benchmarkneo/py/sqlite-zwrk.go·4 10000	5566.9 req/s  718.537 latency-µs/object	# POLL·7 C1·495 C1E·42274 C3·19531 C6·3136
Benchmarkneo/py/sqlite-zwrk.go·4 10000	5266.7 req/s  759.494 latency-µs/object	# POLL·11 C1·215 C1E·45515 C3·21230 C6·1723

# 8 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·8 10000	5512.2 req/s  1451.315 latency-µs/object	# POLL·17 C1·1545 C1E·60505 C3·26051 C6·4076
Benchmarkneo/py/sqlite-zwrk.go·8 10000	5500.6 req/s  1454.377 latency-µs/object	# POLL·10 C1·423 C1E·43538 C3·17027 C6·5497
Benchmarkneo/py/sqlite-zwrk.go·8 10000	5538.9 req/s  1444.325 latency-µs/object	# POLL·14 C1·265 C1E·52473 C3·31242 C6·4050
Benchmarkneo/py/sqlite-zwrk.go·8 10000	5531.3 req/s  1446.314 latency-µs/object	# POLL·14 C1·192 C1E·43429 C3·15041 C6·5834
Benchmarkneo/py/sqlite-zwrk.go·8 10000	5202.9 req/s  1537.591 latency-µs/object	# POLL·8 C1·148 C1E·40426 C3·21009 C6·3238

# 12 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·12 10000	5549.2 req/s  2162.478 latency-µs/object	# POLL·11 C1·223 C1E·41848 C3·20070 C6·3536
Benchmarkneo/py/sqlite-zwrk.go·12 10000	5490.5 req/s  2185.603 latency-µs/object	# POLL·15 C1·163 C1E·41549 C3·19228 C6·3803
Benchmarkneo/py/sqlite-zwrk.go·12 10000	5557.7 req/s  2159.170 latency-µs/object	# POLL·6 C1·145 C1E·41483 C3·19035 C6·4435
Benchmarkneo/py/sqlite-zwrk.go·12 10000	5537.7 req/s  2166.952 latency-µs/object	# POLL·11 C1·344 C1E·41424 C3·20221 C6·3681
Benchmarkneo/py/sqlite-zwrk.go·12 10000	5484.0 req/s  2188.185 latency-µs/object	# POLL·13 C1·454 C1E·43353 C3·17440 C6·4139

# 16 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·16 10000	5387.9 req/s  2969.616 latency-µs/object	# POLL·15 C1·178 C1E·40951 C3·21501 C6·2210
Benchmarkneo/py/sqlite-zwrk.go·16 10000	5550.0 req/s  2882.888 latency-µs/object	# POLL·8 C1·180 C1E·42564 C3·20634 C6·2027
Benchmarkneo/py/sqlite-zwrk.go·16 10000	5544.4 req/s  2885.786 latency-µs/object	# POLL·10 C1·216 C1E·42537 C3·18219 C6·4274
Benchmarkneo/py/sqlite-zwrk.go·16 10000	5070.7 req/s  3155.364 latency-µs/object	# POLL·17 C1·186 C1E·51710 C3·22433 C6·1434
Benchmarkneo/py/sqlite-zwrk.go·16 10000	4944.3 req/s  3236.073 latency-µs/object	# POLL·21 C1·293 C1E·36673 C3·25738 C6·2925
2018-03-05 13:52:03.0172 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sqlite (logging disabled)
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 665.2 µs/object	# crc32:14640593  nread=8540363  t=1.416s	# POLL·4 C1·741 C1E·306 C3·8219 C6·808
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 703.1 µs/object	# crc32:14640593  nread=8540363  t=1.496s	# POLL·0 C1·56 C1E·7 C3·7880 C6·1367
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 545.8 µs/object	# crc32:14640593  nread=8540363  t=1.161s	# POLL·1 C1·1029 C1E·2976 C3·5660 C6·582
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 718.9 µs/object	# crc32:14640593  nread=8540363  t=1.530s	# POLL·3 C1·73 C1E·28 C3·8517 C6·610
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 708.2 µs/object	# crc32:14640593  nread=8540363  t=1.507s	# POLL·1 C1·41 C1E·17 C3·7725 C6·1449

Benchmarkneo/py(!log)/sqlite-zhash.go 2127 241.8 µs/object	# crc32:14640593  nread=8540363  t=514.643318ms	# POLL·10 C1·93 C1E·6877 C3·6059 C6·281
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 240.5 µs/object	# crc32:14640593  nread=8540363  t=511.7062ms	# POLL·4 C1·32 C1E·10412 C3·3741 C6·773
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 242.9 µs/object	# crc32:14640593  nread=8540363  t=516.976275ms	# POLL·4 C1·72 C1E·7533 C3·4074 C6·1602
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 240.7 µs/object	# crc32:14640593  nread=8540363  t=512.218461ms	# POLL·7 C1·35 C1E·8354 C3·2553 C6·2520
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 243.5 µs/object	# crc32:14640593  nread=8540363  t=518.091369ms	# POLL·5 C1·56 C1E·5469 C3·6088 C6·1258
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 166.0 µs/object	# crc32:14640593  nread=8540363  t=353.29289ms	# POLL·14 C1·577 C1E·9440 C3·1759 C6·643
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 166.8 µs/object	# crc32:14640593  nread=8540363  t=354.885007ms	# POLL·18 C1·702 C1E·9011 C3·1820 C6·757
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 165.5 µs/object	# crc32:14640593  nread=8540363  t=352.197882ms	# POLL·10 C1·626 C1E·8679 C3·2371 C6·475
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 166.0 µs/object	# crc32:14640593  nread=8540363  t=353.230887ms	# POLL·14 C1·618 C1E·8413 C3·2662 C6·343
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 164.8 µs/object	# crc32:14640593  nread=8540363  t=350.649517ms	# POLL·10 C1·524 C1E·8953 C3·2402 C6·314

# 1 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	4526.6 req/s  220.915 latency-µs/object	# POLL·10 C1·741 C1E·44479 C3·22568 C6·6113
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	4217.4 req/s  237.115 latency-µs/object	# POLL·13 C1·273 C1E·44058 C3·24797 C6·5816
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	4456.0 req/s  224.418 latency-µs/object	# POLL·12 C1·1615 C1E·37214 C3·27970 C6·3908
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	4423.6 req/s  226.062 latency-µs/object	# POLL·12 C1·1565 C1E·37109 C3·25347 C6·5749
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	4168.4 req/s  239.897 latency-µs/object	# POLL·6 C1·269 C1E·43561 C3·24329 C6·7783

# 2 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	6056.2 req/s  330.240 latency-µs/object	# POLL·10 C1·910 C1E·50520 C3·13312 C6·1596
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	6337.2 req/s  315.596 latency-µs/object	# POLL·9 C1·153 C1E·51711 C3·10802 C6·1363
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	6246.1 req/s  320.200 latency-µs/object	# POLL·7 C1·289 C1E·52128 C3·11938 C6·1431
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	6346.4 req/s  315.138 latency-µs/object	# POLL·6 C1·198 C1E·51552 C3·11357 C6·843
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	6364.2 req/s  314.256 latency-µs/object	# POLL·8 C1·183 C1E·50172 C3·12977 C6·597

# 3 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	6327.4 req/s  474.129 latency-µs/object	# POLL·12 C1·515 C1E·49593 C3·13467 C6·839
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	6180.3 req/s  485.412 latency-µs/object	# POLL·11 C1·312 C1E·50364 C3·14262 C6·491
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	6162.4 req/s  486.821 latency-µs/object	# POLL·17 C1·275 C1E·49315 C3·13483 C6·1411
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	6111.4 req/s  490.889 latency-µs/object	# POLL·7 C1·267 C1E·46592 C3·14989 C6·1224
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	6293.0 req/s  476.721 latency-µs/object	# POLL·8 C1·219 C1E·47227 C3·13444 C6·3304

# 4 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	5737.3 req/s  697.195 latency-µs/object	# POLL·9 C1·163 C1E·38260 C3·20507 C6·2521
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	6301.4 req/s  634.780 latency-µs/object	# POLL·13 C1·244 C1E·50343 C3·12297 C6·1489
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	6277.4 req/s  637.203 latency-µs/object	# POLL·7 C1·208 C1E·48826 C3·13185 C6·1921
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	5721.8 req/s  699.077 latency-µs/object	# POLL·28 C1·310 C1E·43679 C3·20410 C6·1280
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	6305.1 req/s  634.412 latency-µs/object	# POLL·18 C1·279 C1E·48974 C3·14341 C6·483

# 8 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	6327.8 req/s  1264.271 latency-µs/object	# POLL·9 C1·167 C1E·48263 C3·13813 C6·2366
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	6156.4 req/s  1299.452 latency-µs/object	# POLL·10 C1·518 C1E·46890 C3·16001 C6·1581
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	6065.4 req/s  1318.954 latency-µs/object	# POLL·7 C1·288 C1E·48098 C3·16639 C6·1314
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	6310.3 req/s  1267.763 latency-µs/object	# POLL·8 C1·281 C1E·49578 C3·14273 C6·1204
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	6256.6 req/s  1278.650 latency-µs/object	# POLL·25 C1·276 C1E·50164 C3·13253 C6·498

# 12 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	6314.4 req/s  1900.410 latency-µs/object	# POLL·10 C1·199 C1E·50513 C3·11918 C6·1943
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	6159.3 req/s  1948.274 latency-µs/object	# POLL·9 C1·234 C1E·51951 C3·11150 C6·1577
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	6302.6 req/s  1903.962 latency-µs/object	# POLL·13 C1·237 C1E·50918 C3·12585 C6·1405
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	6251.0 req/s  1919.703 latency-µs/object	# POLL·15 C1·352 C1E·50260 C3·14358 C6·1184
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	5936.2 req/s  2021.488 latency-µs/object	# POLL·9 C1·1462 C1E·50943 C3·14012 C6·1595

# 16 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	6293.7 req/s  2542.214 latency-µs/object	# POLL·16 C1·264 C1E·49408 C3·13675 C6·1328
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	6326.9 req/s  2528.887 latency-µs/object	# POLL·17 C1·239 C1E·52902 C3·9151 C6·2436
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	5743.1 req/s  2785.952 latency-µs/object	# POLL·12 C1·227 C1E·44120 C3·19173 C6·813
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	5795.1 req/s  2760.976 latency-µs/object	# POLL·7 C1·202 C1E·43764 C3·19097 C6·1945
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	6304.8 req/s  2537.754 latency-µs/object	# POLL·9 C1·261 C1E·52536 C3·10299 C6·1985
2018-03-05 13:53:51.1786 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql
2018-03-05 13:53:51 140554947745728 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 877 ...
Benchmarkneo/py/sql-zhash.py 2127 1413.7 µs/object	# crc32:14640593  nread=8540363  t=3.008s	# POLL·2 C1·1362 C1E·77 C3·15226 C6·3848
Benchmarkneo/py/sql-zhash.py 2127 686.4 µs/object	# crc32:14640593  nread=8540363  t=1.461s	# POLL·2 C1·13525 C1E·2730 C3·12542 C6·1132
Benchmarkneo/py/sql-zhash.py 2127 922.7 µs/object	# crc32:14640593  nread=8540363  t=1.963s	# POLL·1 C1·117 C1E·1585 C3·14276 C6·1918
Benchmarkneo/py/sql-zhash.py 2127 828.2 µs/object	# crc32:14640593  nread=8540363  t=1.762s	# POLL·13 C1·4890 C1E·2508 C3·13594 C6·1381
Benchmarkneo/py/sql-zhash.py 2127 561.5 µs/object	# crc32:14640593  nread=8540363  t=1.195s	# POLL·3 C1·19966 C1E·4882 C3·7657 C6·881

Benchmarkneo/py/sql-zhash.go 2127 334.2 µs/object	# crc32:14640593  nread=8540363  t=711.184863ms	# POLL·8 C1·3414 C1E·10907 C3·6594 C6·846
Benchmarkneo/py/sql-zhash.go 2127 375.2 µs/object	# crc32:14640593  nread=8540363  t=798.415591ms	# POLL·4 C1·89 C1E·9011 C3·10396 C6·344
Benchmarkneo/py/sql-zhash.go 2127 336.1 µs/object	# crc32:14640593  nread=8540363  t=715.299852ms	# POLL·5 C1·4951 C1E·11396 C3·4797 C6·448
Benchmarkneo/py/sql-zhash.go 2127 308.5 µs/object	# crc32:14640593  nread=8540363  t=656.49198ms	# POLL·10 C1·6264 C1E·10544 C3·4631 C6·286
Benchmarkneo/py/sql-zhash.go 2127 324.1 µs/object	# crc32:14640593  nread=8540363  t=689.582748ms	# POLL·3 C1·5048 C1E·10946 C3·5447 C6·322
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 282.9 µs/object	# crc32:14640593  nread=8540363  t=602.057765ms	# POLL·15 C1·3291 C1E·7660 C3·7643 C6·1554
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 269.2 µs/object	# crc32:14640593  nread=8540363  t=572.822304ms	# POLL·16 C1·3485 C1E·8457 C3·8316 C6·552
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 271.6 µs/object	# crc32:14640593  nread=8540363  t=577.878127ms	# POLL·19 C1·3691 C1E·7480 C3·8983 C6·461
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 279.0 µs/object	# crc32:14640593  nread=8540363  t=593.639759ms	# POLL·15 C1·3555 C1E·7271 C3·9787 C6·592
Benchmarkneo/py/sql-zhash.go+prefetch128 2127 286.5 µs/object	# crc32:14640593  nread=8540363  t=609.642329ms	# POLL·19 C1·2882 C1E·8345 C3·8739 C6·1019

# 1 clients in parallel
Benchmarkneo/py/sql-zwrk.go·1 5000	2986.5 req/s  334.837 latency-µs/object	# POLL·10 C1·11276 C1E·36838 C3·23905 C6·1049
Benchmarkneo/py/sql-zwrk.go·1 5000	3073.3 req/s  325.384 latency-µs/object	# POLL·16 C1·10406 C1E·38145 C3·21994 C6·3879
Benchmarkneo/py/sql-zwrk.go·1 5000	2816.7 req/s  355.021 latency-µs/object	# POLL·15 C1·3441 C1E·34517 C3·32029 C6·1808
Benchmarkneo/py/sql-zwrk.go·1 5000	2777.7 req/s  360.006 latency-µs/object	# POLL·10 C1·7622 C1E·36714 C3·26629 C6·2171
Benchmarkneo/py/sql-zwrk.go·1 5000	3067.6 req/s  325.992 latency-µs/object	# POLL·16 C1·14158 C1E·35548 C3·23574 C6·865

# 2 clients in parallel
Benchmarkneo/py/sql-zwrk.go·2 5000	3498.6 req/s  571.653 latency-µs/object	# POLL·12 C1·9260 C1E·24154 C3·31783 C6·2097
Benchmarkneo/py/sql-zwrk.go·2 5000	3556.1 req/s  562.415 latency-µs/object	# POLL·12 C1·4089 C1E·30682 C3·28797 C6·4538
Benchmarkneo/py/sql-zwrk.go·2 5000	3618.3 req/s  552.748 latency-µs/object	# POLL·23 C1·9893 C1E·24472 C3·29061 C6·1921
Benchmarkneo/py/sql-zwrk.go·2 5000	3567.5 req/s  560.610 latency-µs/object	# POLL·16 C1·10914 C1E·31839 C3·24536 C6·1052
Benchmarkneo/py/sql-zwrk.go·2 5000	3443.8 req/s  580.753 latency-µs/object	# POLL·12 C1·6586 C1E·30351 C3·28655 C6·1729

# 3 clients in parallel
Benchmarkneo/py/sql-zwrk.go·3 10000	3491.9 req/s  859.121 latency-µs/object	# POLL·13 C1·13438 C1E·47927 C3·48241 C6·1540
Benchmarkneo/py/sql-zwrk.go·3 5000	3853.4 req/s  778.534 latency-µs/object	# POLL·18 C1·16071 C1E·24839 C3·24294 C6·875
Benchmarkneo/py/sql-zwrk.go·3 5000	3880.3 req/s  773.128 latency-µs/object	# POLL·15 C1·13531 C1E·21076 C3·29630 C6·1315
Benchmarkneo/py/sql-zwrk.go·3 5000	3610.0 req/s  831.015 latency-µs/object	# POLL·17 C1·11343 C1E·24327 C3·30215 C6·2022
Benchmarkneo/py/sql-zwrk.go·3 5000	3531.2 req/s  849.573 latency-µs/object	# POLL·18 C1·8288 C1E·27313 C3·30779 C6·889

# 4 clients in parallel
Benchmarkneo/py/sql-zwrk.go·4 5000	3553.2 req/s  1125.740 latency-µs/object	# POLL·14 C1·13003 C1E·28338 C3·26371 C6·766
Benchmarkneo/py/sql-zwrk.go·4 10000	3512.9 req/s  1138.671 latency-µs/object	# POLL·29 C1·14595 C1E·52414 C3·44313 C6·3245
Benchmarkneo/py/sql-zwrk.go·4 10000	3686.9 req/s  1084.916 latency-µs/object	# POLL·32 C1·17424 C1E·43271 C3·47506 C6·2142
Benchmarkneo/py/sql-zwrk.go·4 5000	3547.7 req/s  1127.476 latency-µs/object	# POLL·7 C1·11666 C1E·26394 C3·26997 C6·969
Benchmarkneo/py/sql-zwrk.go·4 10000	3589.8 req/s  1114.260 latency-µs/object	# POLL·11 C1·11358 C1E·45970 C3·48176 C6·5859

# 8 clients in parallel
Benchmarkneo/py/sql-zwrk.go·8 5000	3403.6 req/s  2350.468 latency-µs/object	# POLL·37 C1·5287 C1E·30615 C3·30543 C6·1959
Benchmarkneo/py/sql-zwrk.go·8 5000	3711.5 req/s  2155.450 latency-µs/object	# POLL·19 C1·8628 C1E·30767 C3·28864 C6·1675
Benchmarkneo/py/sql-zwrk.go·8 5000	3660.4 req/s  2185.556 latency-µs/object	# POLL·10 C1·6955 C1E·24867 C3·32451 C6·1198
Benchmarkneo/py/sql-zwrk.go·8 5000	3446.7 req/s  2321.059 latency-µs/object	# POLL·11 C1·5101 C1E·28472 C3·30351 C6·3705
Benchmarkneo/py/sql-zwrk.go·8 10000	3454.2 req/s  2316.010 latency-µs/object	# POLL·23 C1·14905 C1E·49031 C3·46261 C6·2779

# 12 clients in parallel
Benchmarkneo/py/sql-zwrk.go·12 5000	3632.8 req/s  3303.214 latency-µs/object	# POLL·13 C1·10054 C1E·28863 C3·27275 C6·1480
Benchmarkneo/py/sql-zwrk.go·12 5000	3600.9 req/s  3332.473 latency-µs/object	# POLL·20 C1·10315 C1E·28967 C3·27580 C6·1634
Benchmarkneo/py/sql-zwrk.go·12 5000	3845.8 req/s  3120.324 latency-µs/object	# POLL·18 C1·8915 C1E·26711 C3·27063 C6·3212
Benchmarkneo/py/sql-zwrk.go·12 5000	3852.4 req/s  3114.938 latency-µs/object	# POLL·14 C1·11874 C1E·32432 C3·24725 C6·1646
Benchmarkneo/py/sql-zwrk.go·12 5000	3527.1 req/s  3402.182 latency-µs/object	# POLL·14 C1·11090 C1E·28900 C3·26021 C6·2067

# 16 clients in parallel
Benchmarkneo/py/sql-zwrk.go·16 10000	3453.8 req/s  4632.529 latency-µs/object	# POLL·17 C1·12113 C1E·48834 C3·47677 C6·2757
Benchmarkneo/py/sql-zwrk.go·16 5000	3617.8 req/s  4422.587 latency-µs/object	# POLL·17 C1·4778 C1E·28174 C3·31535 C6·1552
Benchmarkneo/py/sql-zwrk.go·16 10000	3692.1 req/s  4333.522 latency-µs/object	# POLL·14 C1·14086 C1E·46339 C3·48438 C6·3177
Benchmarkneo/py/sql-zwrk.go·16 5000	3625.5 req/s  4413.240 latency-µs/object	# POLL·13 C1·8148 C1E·30170 C3·29980 C6·1635
Benchmarkneo/py/sql-zwrk.go·16 5000	3670.5 req/s  4359.021 latency-µs/object	# POLL·19 C1·13517 C1E·24825 C3·24231 C6·2684
2018-03-05 13:55:53.3688 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-03-05 13:55:55 139956333938624 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 3566 ...
Connection to None lost
Benchmarkneo/py(!log)/sql-zhash.py 2127 1440.1 µs/object	# crc32:14640593  nread=8540363  t=3.064s
# POLL·3 C1·122 C1E·89 C3·15779 C6·3920
Benchmarkneo/py(!log)/sql-zhash.py 2127 682.7 µs/object	# crc32:14640593  nread=8540363  t=1.453s	# POLL·13 C1·8440 C1E·3107 C3·14673 C6·2237
Benchmarkneo/py(!log)/sql-zhash.py 2127 898.4 µs/object	# crc32:14640593  nread=8540363  t=1.912s	# POLL·1 C1·208 C1E·1798 C3·15153 C6·1098
Benchmarkneo/py(!log)/sql-zhash.py 2127 726.7 µs/object	# crc32:14640593  nread=8540363  t=1.546s	# POLL·4 C1·8804 C1E·2568 C3·15377 C6·1133
Benchmarkneo/py(!log)/sql-zhash.py 2127 917.8 µs/object	# crc32:14640593  nread=8540363  t=1.953s	# POLL·3 C1·26 C1E·1596 C3·15104 C6·1157

Benchmarkneo/py(!log)/sql-zhash.go 2127 292.0 µs/object	# crc32:14640593  nread=8540363  t=621.37709ms	# POLL·9 C1·5889 C1E·10924 C3·4632 C6·276
Benchmarkneo/py(!log)/sql-zhash.go 2127 325.9 µs/object	# crc32:14640593  nread=8540363  t=693.603479ms	# POLL·6 C1·2125 C1E·9727 C3·8265 C6·424
Benchmarkneo/py(!log)/sql-zhash.go 2127 323.3 µs/object	# crc32:14640593  nread=8540363  t=688.048ms	# POLL·3 C1·658 C1E·10737 C3·10000 C6·302
