>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 13:49:57 +0300
xnode:	kirr@deco.navytux.spb.ru (2401:5180:0:37::1 192.168.0.2)
uname:	Linux deco 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
cpu/[0-3]/freq: intel_pstate/performance [2.60GHz - 2.60GHz]
cpu/[0-3]/idle: intel_idle/menu: POLL(0μs) C1(2μs) C1E(10μs) C3(70μs) C6(85μs) C7s(124μs) C8(200μs) C9(480μs) C10(890μs)
WARNING: cpu: C-state exit-latency is max 890μs - up to that can add to networked and IPC request-reply latency
disk/sda: SanDisk X400 M.2  rev 0012  477G
nic/eth0: Intel Corporation Ethernet Connection I219-LM rev 21
nic/eth0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple rxhash ...
nic/eth0/coalesce: rxc: 3μs/0f/0μs-irq/0f-irq,  txc: 0μs/0f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
nic/wlan0: Intel Corporation Wireless 8260 rev 3a
nic/wlan0/features: !rx !tx sg !tso !ufo gso gro !lro !rxvlan !txvlan !ntuple !rxhash ...
nic/wlan0/coalesce: rxc: ?,  txc: ?
nic/wlan0/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/wlan0: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8.1-1579-g916782b6-dirty
sw/zodb:            5.3.0-12-g2115c90aa
sw/zeo:             5.1.1-7-gf9e4442d
sw/mysqlclient:     1.3.12
sw/wendelin.core:   v0.11-15-gf785ac0

*** cpu:

node:	deco
cluster:
Benchmarkpystone 1 218772 pystone/s	# POLL·0 C1·1 C1E·3 C3·13 C6·34 C7s·0 C8·61 C9·0 C10·4
Benchmarkpystone 1 219149 pystone/s	# POLL·0 C1·2 C1E·0 C3·4 C6·43 C7s·0 C8·63 C9·0 C10·17
Benchmarkpystone 1 221405 pystone/s	# POLL·0 C1·0 C1E·2 C3·9 C6·51 C7s·0 C8·57 C9·0 C10·5
Benchmarkpystone 1 223209 pystone/s	# POLL·1 C1·1 C1E·6 C3·9 C6·49 C7s·0 C8·56 C9·0 C10·4
Benchmarkpystone 1 213764 pystone/s	# POLL·0 C1·3 C1E·3 C3·12 C6·44 C7s·0 C8·70 C9·0 C10·9

# 12 clients in parallel
Benchmarkzeo/py/fs1-zwrk.go·12 20000	15024.8 req/s  798.678 latency-µs/object	# POLL·36 C1·10055 C1E·88321 C3·1055 C6·1883 C7s·1 C8·26 C9·0 C10·1
Benchmarkzeo/py/fs1-zwrk.go·12 20000	14854.8 req/s  807.819 latency-µs/object	# POLL·41 C1·10549 C1E·89484 C3·697 C6·1485 C7s·1 C8·423 C9·0 C10·1
Benchmarkzeo/py/fs1-zwrk.go·12 20000	14874.1 req/s  806.773 latency-µs/object	# POLL·38 C1·10323 C1E·88980 C3·1225 C6·1897 C7s·0 C8·25 C9·0 C10·1
Benchmarkzeo/py/fs1-zwrk.go·12 20000	14891.4 req/s  805.835 latency-µs/object	# POLL·47 C1·10250 C1E·89120 C3·867 C6·1672 C7s·0 C8·634 C9·0 C10·0
Benchmarkzeo/py/fs1-zwrk.go·12 20000	14866.0 req/s  807.209 latency-µs/object	# POLL·34 C1·10269 C1E·89705 C3·1241 C6·1375 C7s·1 C8·18 C9·0 C10·0

# 16 clients in parallel
Benchmarkzeo/py/fs1-zwrk.go·16 20000	15262.1 req/s  1048.350 latency-µs/object	# POLL·39 C1·8048 C1E·90174 C3·693 C6·1417 C7s·0 C8·16 C9·0 C10·0
Benchmarkzeo/py/fs1-zwrk.go·16 20000	15209.4 req/s  1051.984 latency-µs/object	# POLL·25 C1·8483 C1E·90436 C3·962 C6·825 C7s·0 C8·18 C9·0 C10·1
Benchmarkzeo/py/fs1-zwrk.go·16 20000	15176.6 req/s  1054.254 latency-µs/object	# POLL·45 C1·8381 C1E·90553 C3·525 C6·1080 C7s·1 C8·263 C9·0 C10·1
Benchmarkzeo/py/fs1-zwrk.go·16 20000	15255.1 req/s  1048.831 latency-µs/object	# POLL·43 C1·8878 C1E·89846 C3·1045 C6·1170 C7s·0 C8·22 C9·0 C10·0
Benchmarkzeo/py/fs1-zwrk.go·16 20000	15348.6 req/s  1042.443 latency-µs/object	# POLL·51 C1·9210 C1E·88713 C3·806 C6·1596 C7s·1 C8·675 C9·0 C10·0

*** NEO/py sqlite
Benchmarkneo/py/sqlite-zhash.py 2127 383.9 µs/object	# crc32:14640593  nread=8540363  t=0.817s	# POLL·3 C1·10420 C1E·5676 C3·2355 C6·955 C7s·0 C8·259 C9·1 C10·27
Benchmarkneo/py/sqlite-zhash.py 2127 348.5 µs/object	# crc32:14640593  nread=8540363  t=0.742s	# POLL·3 C1·13932 C1E·4275 C3·3266 C6·616 C7s·0 C8·261 C9·0 C10·87
Benchmarkneo/py/sqlite-zhash.py 2127 347.2 µs/object	# crc32:14640593  nread=8540363  t=0.739s	# POLL·0 C1·14087 C1E·3848 C3·2370 C6·740 C7s·0 C8·193 C9·0 C10·123
Benchmarkneo/py/sqlite-zhash.py 2127 376.1 µs/object	# crc32:14640593  nread=8540363  t=0.800s	# POLL·1 C1·16732 C1E·2945 C3·1965 C6·154 C7s·0 C8·201 C9·0 C10·113
Benchmarkneo/py/sqlite-zhash.py 2127 356.2 µs/object	# crc32:14640593  nread=8540363  t=0.758s	# POLL·1 C1·16801 C1E·4008 C3·862 C6·452 C7s·0 C8·259 C9·0 C10·112

Benchmarkneo/py/sqlite-zhash.go 2127 158.1 µs/object	# crc32:14640593  nread=8540363  t=336.443479ms	# POLL·3 C1·2162 C1E·10332 C3·357 C6·207 C7s·1 C8·28 C9·4 C10·1
Benchmarkneo/py/sqlite-zhash.go 2127 156.1 µs/object	# crc32:14640593  nread=8540363  t=332.085545ms	# POLL·0 C1·2178 C1E·10550 C3·271 C6·152 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go 2127 158.6 µs/object	# crc32:14640593  nread=8540363  t=337.425402ms	# POLL·1 C1·2150 C1E·10437 C3·316 C6·228 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go 2127 158.0 µs/object	# crc32:14640593  nread=8540363  t=336.235451ms	# POLL·6 C1·2187 C1E·10364 C3·373 C6·144 C7s·1 C8·17 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go 2127 160.2 µs/object	# crc32:14640593  nread=8540363  t=340.983711ms	# POLL·3 C1·2200 C1E·10280 C3·438 C6·166 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go+prefetch128 2127 135.2 µs/object	# crc32:14640593  nread=8540363  t=287.642336ms	# POLL·6 C1·502 C1E·10765 C3·138 C6·101 C7s·0 C8·7 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go+prefetch128 2127 137.0 µs/object	# crc32:14640593  nread=8540363  t=291.561755ms	# POLL·5 C1·293 C1E·10936 C3·128 C6·149 C7s·0 C8·15 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go+prefetch128 2127 134.5 µs/object	# crc32:14640593  nread=8540363  t=286.27553ms	# POLL·7 C1·467 C1E·10694 C3·78 C6·119 C7s·0 C8·17 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go+prefetch128 2127 135.7 µs/object	# crc32:14640593  nread=8540363  t=288.849987ms	# POLL·9 C1·298 C1E·10934 C3·147 C6·144 C7s·2 C8·13 C9·0 C10·0
Benchmarkneo/py/sqlite-zhash.go+prefetch128 2127 133.7 µs/object	# crc32:14640593  nread=8540363  t=284.465149ms	# POLL·6 C1·315 C1E·10688 C3·107 C6·108 C7s·0 C8·10 C9·0 C10·0

# 1 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6412.6 req/s  155.942 latency-µs/object	# POLL·8 C1·12397 C1E·59526 C3·1650 C6·474 C7s·5 C8·14 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6335.7 req/s  157.835 latency-µs/object	# POLL·8 C1·12438 C1E·59396 C3·1584 C6·558 C7s·1 C8·20 C9·0 C10·1
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6380.5 req/s  156.728 latency-µs/object	# POLL·11 C1·12410 C1E·59488 C3·1400 C6·680 C7s·2 C8·24 C9·0 C10·2
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6382.2 req/s  156.687 latency-µs/object	# POLL·8 C1·12417 C1E·59331 C3·1549 C6·637 C7s·0 C8·14 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·1 10000	6288.5 req/s  159.021 latency-µs/object	# POLL·6 C1·12536 C1E·59468 C3·1073 C6·598 C7s·0 C8·356 C9·0 C10·1

# 2 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7474.9 req/s  267.562 latency-µs/object	# POLL·9 C1·2314 C1E·60824 C3·526 C6·225 C7s·0 C8·10 C9·0 C10·1
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7446.5 req/s  268.582 latency-µs/object	# POLL·10 C1·2287 C1E·60654 C3·419 C6·324 C7s·0 C8·19 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7526.3 req/s  265.734 latency-µs/object	# POLL·4 C1·2377 C1E·60707 C3·432 C6·316 C7s·0 C8·22 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7517.8 req/s  266.036 latency-µs/object	# POLL·4 C1·2328 C1E·60727 C3·375 C6·435 C7s·0 C8·20 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·2 10000	7447.4 req/s  268.551 latency-µs/object	# POLL·4 C1·2363 C1E·60701 C3·521 C6·304 C7s·2 C8·12 C9·0 C10·0

# 3 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7330.9 req/s  409.226 latency-µs/object	# POLL·10 C1·2368 C1E·60834 C3·587 C6·266 C7s·0 C8·7 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7493.1 req/s  400.369 latency-µs/object	# POLL·4 C1·2385 C1E·60786 C3·511 C6·241 C7s·0 C8·9 C9·0 C10·3
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7486.0 req/s  400.747 latency-µs/object	# POLL·8 C1·2335 C1E·60791 C3·458 C6·262 C7s·0 C8·25 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7552.9 req/s  397.198 latency-µs/object	# POLL·7 C1·2327 C1E·60724 C3·480 C6·241 C7s·0 C8·11 C9·0 C10·1
Benchmarkneo/py/sqlite-zwrk.go·3 10000	7426.7 req/s  403.949 latency-µs/object	# POLL·8 C1·2461 C1E·60844 C3·427 C6·188 C7s·0 C8·11 C9·0 C10·1

# 4 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7521.6 req/s  531.799 latency-µs/object	# POLL·11 C1·2352 C1E·60715 C3·481 C6·292 C7s·0 C8·8 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7456.0 req/s  536.480 latency-µs/object	# POLL·11 C1·2449 C1E·60496 C3·468 C6·236 C7s·0 C8·11 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7497.0 req/s  533.547 latency-µs/object	# POLL·13 C1·2427 C1E·60742 C3·491 C6·203 C7s·0 C8·22 C9·0 C10·0
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7501.9 req/s  533.197 latency-µs/object	# POLL·7 C1·2370 C1E·60675 C3·547 C6·338 C7s·0 C8·8 C9·0 C10·1
Benchmarkneo/py/sqlite-zwrk.go·4 10000	7415.4 req/s  539.418 latency-µs/object	# POLL·17 C1·2269 C1E·60974 C3·406 C6·197 C7s·0 C8·13 C9·0 C10·0

# 8 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7492.7 req/s  1067.707 latency-µs/object	# POLL·6 C1·2289 C1E·60742 C3·492 C6·408 C7s·0 C8·160 C9·0 C10·102
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7409.2 req/s  1079.734 latency-µs/object	# POLL·8 C1·2288 C1E·60969 C3·444 C6·243 C7s·0 C8·94 C9·0 C10·61
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7430.3 req/s  1076.670 latency-µs/object	# POLL·9 C1·2311 C1E·60737 C3·548 C6·301 C7s·1 C8·106 C9·0 C10·79
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7417.3 req/s  1078.559 latency-µs/object	# POLL·7 C1·2340 C1E·60930 C3·474 C6·303 C7s·0 C8·170 C9·0 C10·201
Benchmarkneo/py/sqlite-zwrk.go·8 10000	7420.6 req/s  1078.079 latency-µs/object	# POLL·7 C1·2541 C1E·60934 C3·487 C6·285 C7s·0 C8·174 C9·0 C10·137

# 12 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7436.8 req/s  1613.589 latency-µs/object	# POLL·12 C1·2296 C1E·60898 C3·438 C6·451 C7s·3 C8·137 C9·0 C10·63
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7505.7 req/s  1598.779 latency-µs/object	# POLL·10 C1·2371 C1E·60771 C3·519 C6·361 C7s·0 C8·188 C9·0 C10·152
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7386.8 req/s  1624.510 latency-µs/object	# POLL·17 C1·2640 C1E·60552 C3·460 C6·500 C7s·0 C8·134 C9·0 C10·81
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7427.8 req/s  1615.542 latency-µs/object	# POLL·11 C1·2434 C1E·60910 C3·542 C6·340 C7s·0 C8·105 C9·0 C10·64
Benchmarkneo/py/sqlite-zwrk.go·12 10000	7512.6 req/s  1597.317 latency-µs/object	# POLL·3 C1·2335 C1E·61028 C3·414 C6·278 C7s·0 C8·160 C9·0 C10·194

# 16 clients in parallel
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7504.4 req/s  2132.079 latency-µs/object	# POLL·4 C1·2306 C1E·61188 C3·361 C6·264 C7s·0 C8·104 C9·0 C10·40
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7597.1 req/s  2106.068 latency-µs/object	# POLL·10 C1·2307 C1E·60990 C3·439 C6·291 C7s·0 C8·155 C9·0 C10·90
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7635.9 req/s  2095.374 latency-µs/object	# POLL·5 C1·2396 C1E·61120 C3·334 C6·315 C7s·0 C8·148 C9·0 C10·50
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7561.5 req/s  2115.995 latency-µs/object	# POLL·8 C1·2404 C1E·61095 C3·433 C6·276 C7s·0 C8·126 C9·0 C10·89
Benchmarkneo/py/sqlite-zwrk.go·16 10000	7512.6 req/s  2129.767 latency-µs/object	# POLL·6 C1·2323 C1E·61015 C3·443 C6·279 C7s·0 C8·113 C9·0 C10·64
2018-03-05 13:59:56.0231 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sqlite (logging disabled)
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 334.2 µs/object	# crc32:14640593  nread=8540363  t=0.711s	# POLL·3 C1·12042 C1E·5860 C3·2015 C6·568 C7s·0 C8·188 C9·0 C10·91
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 324.9 µs/object	# crc32:14640593  nread=8540363  t=0.691s	# POLL·3 C1·11995 C1E·5262 C3·2358 C6·1233 C7s·0 C8·204 C9·0 C10·96
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 348.8 µs/object	# crc32:14640593  nread=8540363  t=0.742s	# POLL·0 C1·10485 C1E·5749 C3·1518 C6·1084 C7s·0 C8·239 C9·0 C10·127
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 320.1 µs/object	# crc32:14640593  nread=8540363  t=0.681s	# POLL·3 C1·13961 C1E·4353 C3·1564 C6·1817 C7s·0 C8·414 C9·0 C10·93
Benchmarkneo/py(!log)/sqlite-zhash.py 2127 345.9 µs/object	# crc32:14640593  nread=8540363  t=0.736s	# POLL·2 C1·20391 C1E·2505 C3·298 C6·209 C7s·0 C8·331 C9·0 C10·81

Benchmarkneo/py(!log)/sqlite-zhash.go 2127 146.6 µs/object	# crc32:14640593  nread=8540363  t=311.979379ms	# POLL·3 C1·2195 C1E·10676 C3·85 C6·126 C7s·0 C8·19 C9·0 C10·7
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 145.9 µs/object	# crc32:14640593  nread=8540363  t=310.532815ms	# POLL·1 C1·2162 C1E·10682 C3·56 C6·93 C7s·2 C8·3 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 141.5 µs/object	# crc32:14640593  nread=8540363  t=301.10189ms	# POLL·3 C1·2231 C1E·10661 C3·82 C6·111 C7s·0 C8·20 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 145.1 µs/object	# crc32:14640593  nread=8540363  t=308.706901ms	# POLL·6 C1·2255 C1E·10625 C3·122 C6·129 C7s·2 C8·19 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zhash.go 2127 143.7 µs/object	# crc32:14640593  nread=8540363  t=305.714712ms	# POLL·2 C1·2196 C1E·10695 C3·80 C6·104 C7s·0 C8·14 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 118.3 µs/object	# crc32:14640593  nread=8540363  t=251.739478ms	# POLL·14 C1·1295 C1E·9835 C3·88 C6·105 C7s·0 C8·18 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 119.6 µs/object	# crc32:14640593  nread=8540363  t=254.554963ms	# POLL·11 C1·1444 C1E·9954 C3·62 C6·152 C7s·0 C8·8 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 117.6 µs/object	# crc32:14640593  nread=8540363  t=250.347858ms	# POLL·4 C1·1147 C1E·9890 C3·110 C6·97 C7s·1 C8·14 C9·0 C10·1
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 117.9 µs/object	# crc32:14640593  nread=8540363  t=250.883366ms	# POLL·5 C1·1222 C1E·9845 C3·122 C6·140 C7s·2 C8·14 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zhash.go+prefetch128 2127 116.9 µs/object	# crc32:14640593  nread=8540363  t=248.779707ms	# POLL·3 C1·1166 C1E·9586 C3·66 C6·82 C7s·2 C8·14 C9·0 C10·0

# 1 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	7070.3 req/s  141.437 latency-µs/object	# POLL·9 C1·12410 C1E·61014 C3·210 C6·193 C7s·0 C8·28 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	7162.0 req/s  139.626 latency-µs/object	# POLL·7 C1·12423 C1E·60928 C3·211 C6·183 C7s·0 C8·17 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	6848.4 req/s  146.020 latency-µs/object	# POLL·6 C1·12369 C1E·61149 C3·171 C6·199 C7s·1 C8·21 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	7007.2 req/s  142.710 latency-µs/object	# POLL·5 C1·12360 C1E·61049 C3·196 C6·166 C7s·3 C8·16 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·1 10000	7040.4 req/s  142.037 latency-µs/object	# POLL·6 C1·12386 C1E·61084 C3·196 C6·149 C7s·4 C8·16 C9·0 C10·3

# 2 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8543.9 req/s  234.085 latency-µs/object	# POLL·2 C1·2422 C1E·61086 C3·113 C6·117 C7s·0 C8·11 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8579.2 req/s  233.122 latency-µs/object	# POLL·1 C1·2694 C1E·60825 C3·118 C6·117 C7s·0 C8·20 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8520.1 req/s  234.738 latency-µs/object	# POLL·8 C1·2466 C1E·61050 C3·116 C6·119 C7s·0 C8·17 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8462.0 req/s  236.350 latency-µs/object	# POLL·10 C1·2828 C1E·60655 C3·141 C6·124 C7s·0 C8·28 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·2 10000	8503.9 req/s  235.185 latency-µs/object	# POLL·6 C1·2811 C1E·60715 C3·103 C6·128 C7s·1 C8·25 C9·0 C10·0

# 3 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8584.1 req/s  349.483 latency-µs/object	# POLL·4 C1·2742 C1E·60771 C3·97 C6·105 C7s·0 C8·19 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8504.5 req/s  352.754 latency-µs/object	# POLL·4 C1·2456 C1E·61112 C3·108 C6·123 C7s·0 C8·12 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8515.2 req/s  352.312 latency-µs/object	# POLL·6 C1·2516 C1E·61003 C3·142 C6·137 C7s·0 C8·5 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8410.7 req/s  356.689 latency-µs/object	# POLL·7 C1·2667 C1E·60805 C3·115 C6·117 C7s·1 C8·12 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·3 10000	8382.5 req/s  357.889 latency-µs/object	# POLL·8 C1·2564 C1E·60815 C3·137 C6·131 C7s·0 C8·19 C9·0 C10·0

# 4 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8465.5 req/s  472.505 latency-µs/object	# POLL·5 C1·2778 C1E·60827 C3·133 C6·136 C7s·0 C8·11 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8377.6 req/s  477.463 latency-µs/object	# POLL·4 C1·2663 C1E·60897 C3·121 C6·104 C7s·0 C8·12 C9·0 C10·1
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8517.1 req/s  469.642 latency-µs/object	# POLL·9 C1·2442 C1E·61087 C3·128 C6·137 C7s·0 C8·8 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8406.6 req/s  475.815 latency-µs/object	# POLL·11 C1·2617 C1E·60890 C3·123 C6·111 C7s·0 C8·20 C9·0 C10·0
Benchmarkneo/py(!log)/sqlite-zwrk.go·4 10000	8485.5 req/s  471.392 latency-µs/object	# POLL·9 C1·2639 C1E·60842 C3·117 C6·128 C7s·0 C8·12 C9·0 C10·0

# 8 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8460.6 req/s  945.556 latency-µs/object	# POLL·19 C1·3394 C1E·60537 C3·138 C6·176 C7s·0 C8·90 C9·0 C10·19
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8465.4 req/s  945.018 latency-µs/object	# POLL·9 C1·2868 C1E·60894 C3·135 C6·127 C7s·0 C8·11 C9·0 C10·1
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8533.6 req/s  937.466 latency-µs/object	# POLL·7 C1·2866 C1E·60703 C3·131 C6·135 C7s·0 C8·82 C9·0 C10·55
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8367.6 req/s  956.064 latency-µs/object	# POLL·10 C1·2719 C1E·60620 C3·185 C6·162 C7s·0 C8·87 C9·0 C10·16
Benchmarkneo/py(!log)/sqlite-zwrk.go·8 10000	8383.4 req/s  954.265 latency-µs/object	# POLL·11 C1·2609 C1E·60817 C3·198 C6·155 C7s·0 C8·136 C9·0 C10·102

# 12 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8528.0 req/s  1407.136 latency-µs/object	# POLL·6 C1·2781 C1E·60799 C3·147 C6·175 C7s·0 C8·81 C9·0 C10·52
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8429.3 req/s  1423.600 latency-µs/object	# POLL·15 C1·2561 C1E·61116 C3·115 C6·140 C7s·0 C8·84 C9·0 C10·67
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8397.0 req/s  1429.079 latency-µs/object	# POLL·6 C1·2752 C1E·60840 C3·169 C6·190 C7s·0 C8·175 C9·0 C10·159
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8511.5 req/s  1409.850 latency-µs/object	# POLL·7 C1·2652 C1E·60924 C3·137 C6·161 C7s·0 C8·92 C9·0 C10·96
Benchmarkneo/py(!log)/sqlite-zwrk.go·12 10000	8511.8 req/s  1409.808 latency-µs/object	# POLL·13 C1·2998 C1E·60581 C3·169 C6·197 C7s·1 C8·96 C9·0 C10·86

# 16 clients in parallel
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8508.5 req/s  1880.468 latency-µs/object	# POLL·14 C1·3071 C1E·60755 C3·136 C6·159 C7s·0 C8·113 C9·0 C10·82
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8498.1 req/s  1882.768 latency-µs/object	# POLL·4 C1·2546 C1E·61130 C3·106 C6·147 C7s·0 C8·155 C9·0 C10·104
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8427.7 req/s  1898.499 latency-µs/object	# POLL·4 C1·2800 C1E·60702 C3·194 C6·150 C7s·0 C8·93 C9·0 C10·57
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8515.6 req/s  1878.896 latency-µs/object	# POLL·5 C1·2615 C1E·61150 C3·209 C6·701 C7s·0 C8·642 C9·0 C10·74
Benchmarkneo/py(!log)/sqlite-zwrk.go·16 10000	8522.0 req/s  1877.495 latency-µs/object	# POLL·6 C1·2746 C1E·60866 C3·170 C6·184 C7s·0 C8·115 C9·0 C10·86
2018-03-05 14:01:14.2711 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql
2018-03-05 14:01:14 140226220898304 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 13159 ...
Benchmarkneo/py/sql-zhash.py 2127 840.0 µs/object	# crc32:14640593  nread=8540363  t=1.788s	# POLL·2 C1·13317 C1E·8577 C3·4917 C6·3167 C7s·2 C8·424 C9·1 C10·157
Benchmarkneo/py/sql-zhash.py 2127 387.4 µs/object	# crc32:14640593  nread=8540363  t=0.824s	# POLL·5 C1·23618 C1E·3462 C3·3113 C6·891 C7s·0 C8·263 C9·0 C10·93
Benchmarkneo/py/sql-zhash.py 2127 388.6 µs/object	# crc32:14640593  nread=8540363  t=0.827s	# POLL·3 C1·23917 C1E·5701 C3·915 C6·449 C7s·0 C8·227 C9·0 C10·107
Benchmarkneo/py/sql-zhash.py 2127 411.7 µs/object	# crc32:14640593  nread=8540363  t=0.876s	# POLL·6 C1·23262 C1E·3719 C3·1624 C6·1184 C7s·0 C8·162 C9·0 C10·86
Benchmarkneo/py/sql-zhash.py 2127 381.8 µs/object	# crc32:14640593  nread=8540363  t=0.812s	# POLL·4 C1·19817 C1E·4986 C3·3754 C6·1563 C7s·0 C8·162 C9·0 C10·80

