>>> bench-local
# Wed, 28 Feb 2018 14:05:12 +0200
# neotest@z600.ivan.nexedi.com (2401:5180:0:10::1 192.168.0.5 (+ 1·ipv4))
# Linux z600-COMP-2717 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-11]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-11]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: INTEL SSDSC2CT18  rev 335t 167.7G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz600-COMP-2717/pystone 1 114934 pystone/s	# POLL·0 C1·26 C1E·1 C3·26 C6·211
Benchmarkz600-COMP-2717/pystone 1 114526 pystone/s	# POLL·0 C1·36 C1E·1 C3·20 C6·206
Benchmarkz600-COMP-2717/pystone 1 114001 pystone/s	# POLL·0 C1·38 C1E·1 C3·32 C6·305
Benchmarkz600-COMP-2717/pystone 1 113904 pystone/s	# POLL·0 C1·36 C1E·2 C3·6 C6·219
Benchmarkz600-COMP-2717/pystone 1 114154 pystone/s	# POLL·0 C1·41 C1E·0 C3·21 C6·208

# 36 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-36 10000	4866.2 req/s  7397.960 latency-µs/object	# POLL·3 C1·113 C1E·26931 C3·31509 C6·3480
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-36 10000	4956.5 req/s  7263.215 latency-µs/object	# POLL·9 C1·119 C1E·33275 C3·27284 C6·3382
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-36 10000	4964.5 req/s  7251.522 latency-µs/object	# POLL·3 C1·93 C1E·35086 C3·27741 C6·3696
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-36 10000	4865.8 req/s  7398.520 latency-µs/object	# POLL·2 C1·160 C1E·33162 C3·26243 C6·3827
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-36 10000	4958.8 req/s  7259.857 latency-µs/object	# POLL·7 C1·97 C1E·35986 C3·28908 C6·2665

# 48 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-48 10000	4786.7 req/s  10027.873 latency-µs/object	# POLL·13 C1·180 C1E·33215 C3·30105 C6·3074
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-48 10000	4848.7 req/s  9899.478 latency-µs/object	# POLL·9 C1·122 C1E·33253 C3·28553 C6·4702
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-48 10000	4768.5 req/s  10066.010 latency-µs/object	# POLL·12 C1·132 C1E·33467 C3·28903 C6·4170
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-48 10000	4937.9 req/s  9720.790 latency-µs/object	# POLL·8 C1·136 C1E·35926 C3·26458 C6·5122
Benchmarkz600-COMP-2717/neo/py/sqlite/zwrk.go-48 10000	4788.0 req/s  10025.075 latency-µs/object	# POLL·6 C1·127 C1E·31575 C3·29148 C6·4629
2018-02-28 14:17:22.9371 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sqlite (logging disabled)
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.py 2127 670.8 µs/object	# crc32:14640593  nread=8540363  t=1.427s	# POLL·2 C1·210 C1E·63 C3·8663 C6·680
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.py 2127 683.3 µs/object	# crc32:14640593  nread=8540363  t=1.454s	# POLL·1 C1·94 C1E·27 C3·8489 C6·467
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.py 2127 693.5 µs/object	# crc32:14640593  nread=8540363  t=1.476s	# POLL·0 C1·33 C1E·10 C3·8533 C6·464
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.py 2127 701.4 µs/object	# crc32:14640593  nread=8540363  t=1.493s	# POLL·0 C1·92 C1E·63 C3·8497 C6·720
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.py 2127 710.9 µs/object	# crc32:14640593  nread=8540363  t=1.513s	# POLL·1 C1·26 C1E·11 C3·7621 C6·1333

Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go 2127 338.7 µs/object	# crc32:14640593  nread=8540363  t=720.65597ms	# POLL·0 C1·46 C1E·4558 C3·6242 C6·1698
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go 2127 338.2 µs/object	# crc32:14640593  nread=8540363  t=719.652301ms	# POLL·0 C1·44 C1E·5819 C3·7098 C6·666
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go 2127 321.6 µs/object	# crc32:14640593  nread=8540363  t=684.362188ms	# POLL·1 C1·33 C1E·6309 C3·6285 C6·915
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go 2127 329.3 µs/object	# crc32:14640593  nread=8540363  t=700.676331ms	# POLL·1 C1·47 C1E·4991 C3·6359 C6·1729
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go 2127 258.5 µs/object	# crc32:14640593  nread=8540363  t=550.043443ms	# POLL·0 C1·29 C1E·6660 C3·3188 C6·2224
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go+prefetch128 2127 171.5 µs/object	# crc32:14640593  nread=8540363  t=364.956095ms	# POLL·10 C1·888 C1E·7610 C3·2605 C6·539
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go+prefetch128 2127 174.5 µs/object	# crc32:14640593  nread=8540363  t=371.371468ms	# POLL·9 C1·627 C1E·7188 C3·2933 C6·616
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go+prefetch128 2127 172.0 µs/object	# crc32:14640593  nread=8540363  t=365.924775ms	# POLL·6 C1·709 C1E·7976 C3·2323 C6·631
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go+prefetch128 2127 170.1 µs/object	# crc32:14640593  nread=8540363  t=362.009883ms	# POLL·7 C1·767 C1E·8223 C3·2358 C6·485
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zhash.go+prefetch128 2127 169.9 µs/object	# crc32:14640593  nread=8540363  t=361.528352ms	# POLL·14 C1·733 C1E·8750 C3·1990 C6·370

# 1 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-1 5000	3052.9 req/s  327.557 latency-µs/object	# POLL·2 C1·80 C1E·17714 C3·23373 C6·2934
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-1 5000	3229.7 req/s  309.623 latency-µs/object	# POLL·5 C1·95 C1E·18080 C3·21564 C6·3382
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-1 5000	3159.8 req/s  316.478 latency-µs/object	# POLL·5 C1·90 C1E·26604 C3·17869 C6·3613
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-1 5000	3461.4 req/s  288.901 latency-µs/object	# POLL·6 C1·78 C1E·17676 C3·22523 C6·2173
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-1 5000	3907.5 req/s  255.917 latency-µs/object	# POLL·6 C1·103 C1E·20835 C3·14043 C6·5489

# 2 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-2 10000	5692.9 req/s  351.313 latency-µs/object	# POLL·9 C1·166 C1E·35859 C3·19296 C6·4973
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-2 10000	5702.7 req/s  350.713 latency-µs/object	# POLL·8 C1·121 C1E·34369 C3·21878 C6·4101
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-2 10000	5680.3 req/s  352.091 latency-µs/object	# POLL·5 C1·174 C1E·35863 C3·17479 C6·5683
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-2 10000	5685.4 req/s  351.778 latency-µs/object	# POLL·0 C1·598 C1E·35715 C3·23407 C6·2073
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-2 10000	5752.2 req/s  347.693 latency-µs/object	# POLL·5 C1·154 C1E·36209 C3·19673 C6·5959

# 4 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-4 10000	5794.8 req/s  690.277 latency-µs/object	# POLL·6 C1·199 C1E·36303 C3·19229 C6·4753
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-4 10000	5808.5 req/s  688.642 latency-µs/object	# POLL·12 C1·172 C1E·36140 C3·21189 C6·3499
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-4 10000	5800.9 req/s  689.552 latency-µs/object	# POLL·12 C1·211 C1E·34567 C3·25526 C6·1548
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-4 10000	5649.9 req/s  707.983 latency-µs/object	# POLL·10 C1·114 C1E·35084 C3·22490 C6·3237
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-4 10000	5683.6 req/s  703.773 latency-µs/object	# POLL·9 C1·333 C1E·32850 C3·24071 C6·3309

# 8 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-8 10000	5656.1 req/s  1414.391 latency-µs/object	# POLL·9 C1·169 C1E·33717 C3·24749 C6·2200
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-8 10000	5694.3 req/s  1404.922 latency-µs/object	# POLL·13 C1·224 C1E·34066 C3·24644 C6·2203
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-8 10000	5650.5 req/s  1415.816 latency-µs/object	# POLL·8 C1·155 C1E·30607 C3·26931 C6·2317
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-8 10000	5765.0 req/s  1387.683 latency-µs/object	# POLL·7 C1·163 C1E·34928 C3·22598 C6·2908
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-8 10000	5754.4 req/s  1390.242 latency-µs/object	# POLL·12 C1·164 C1E·34402 C3·23004 C6·3275

# 16 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-16 10000	5671.5 req/s  2821.147 latency-µs/object	# POLL·8 C1·143 C1E·37060 C3·23515 C6·2990
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-16 10000	5677.4 req/s  2818.207 latency-µs/object	# POLL·9 C1·195 C1E·34814 C3·21584 C6·3688
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-16 10000	5663.3 req/s  2825.210 latency-µs/object	# POLL·10 C1·185 C1E·35077 C3·20481 C6·4622
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-16 10000	5685.9 req/s  2813.995 latency-µs/object	# POLL·4 C1·357 C1E·38159 C3·20933 C6·3914
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-16 10000	5683.7 req/s  2815.052 latency-µs/object	# POLL·3 C1·194 C1E·37748 C3·19463 C6·4835

# 24 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-24 10000	5650.2 req/s  4247.650 latency-µs/object	# POLL·9 C1·158 C1E·34434 C3·23831 C6·2829
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-24 10000	5623.1 req/s  4268.090 latency-µs/object	# POLL·13 C1·192 C1E·33277 C3·24143 C6·3703
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-24 10000	5758.8 req/s  4167.502 latency-µs/object	# POLL·9 C1·274 C1E·35517 C3·24656 C6·2030
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-24 10000	5635.6 req/s  4258.668 latency-µs/object	# POLL·11 C1·180 C1E·32793 C3·28028 C6·1752
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-24 10000	5629.1 req/s  4263.566 latency-µs/object	# POLL·10 C1·195 C1E·33181 C3·26237 C6·2415

# 36 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-36 10000	5657.0 req/s  6363.764 latency-µs/object	# POLL·20 C1·248 C1E·32369 C3·27244 C6·2270
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-36 10000	5645.3 req/s  6377.002 latency-µs/object	# POLL·12 C1·136 C1E·33390 C3·27129 C6·1978
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-36 10000	5635.5 req/s  6388.125 latency-µs/object	# POLL·14 C1·164 C1E·33837 C3·24516 C6·4050
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-36 10000	5698.9 req/s  6316.959 latency-µs/object	# POLL·6 C1·268 C1E·36286 C3·20324 C6·4582
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-36 10000	5705.7 req/s  6309.456 latency-µs/object	# POLL·17 C1·231 C1E·38804 C3·21922 C6·3198

# 48 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-48 10000	5699.7 req/s  8421.531 latency-µs/object	# POLL·16 C1·270 C1E·36096 C3·24426 C6·2855
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-48 10000	5597.3 req/s  8575.505 latency-µs/object	# POLL·16 C1·259 C1E·34163 C3·26942 C6·2690
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-48 10000	5706.6 req/s  8411.370 latency-µs/object	# POLL·11 C1·209 C1E·37658 C3·24209 C6·2476
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-48 10000	5622.1 req/s  8537.738 latency-µs/object	# POLL·4 C1·193 C1E·36857 C3·24506 C6·3198
Benchmarkz600-COMP-2717/neo/py(!log)/sqlite/zwrk.go-48 10000	5604.2 req/s  8564.991 latency-µs/object	# POLL·12 C1·132 C1E·36083 C3·22233 C6·5379
2018-02-28 14:19:56.1887 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql
2018-02-28 14:19:56 140555682241920 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 4997 ...
Benchmarkz600-COMP-2717/neo/py/sql/zhash.py 2127 1438.2 µs/object	# crc32:14640593  nread=8540363  t=3.060s	# POLL·2 C1·142 C1E·36 C3·12778 C6·5142
Benchmarkz600-COMP-2717/neo/py/sql/zhash.py 2127 1051.9 µs/object	# crc32:14640593  nread=8540363  t=2.238s	# POLL·3 C1·86 C1E·1209 C3·12898 C6·3399
Benchmarkz600-COMP-2717/neo/py/sql/zhash.py 2127 953.3 µs/object	# crc32:14640593  nread=8540363  t=2.029s	# POLL·3 C1·95 C1E·2444 C3·14205 C6·907
Benchmarkz600-COMP-2717/neo/py/sql/zhash.py 2127 918.8 µs/object	# crc32:14640593  nread=8540363  t=1.955s	# POLL·0 C1·110 C1E·2038 C3·14054 C6·1702
Benchmarkz600-COMP-2717/neo/py/sql/zhash.py 2127 1017.4 µs/object	# crc32:14640593  nread=8540363  t=2.165s	# POLL·7 C1·243 C1E·651 C3·15214 C6·1884

Benchmarkz600-COMP-2717/neo/py/sql/zhash.go 2127 469.1 µs/object	# crc32:14640593  nread=8540363  t=998.189784ms	# POLL·2 C1·36 C1E·10594 C3·8168 C6·2903
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go 2127 477.1 µs/object	# crc32:14640593  nread=8540363  t=1.015227415s	# POLL·4 C1·52 C1E·11287 C3·9527 C6·1567
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go 2127 552.8 µs/object	# crc32:14640593  nread=8540363  t=1.176252691s	# POLL·2 C1·42 C1E·9374 C3·9158 C6·2737
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go 2127 457.8 µs/object	# crc32:14640593  nread=8540363  t=974.152407ms	# POLL·6 C1·825 C1E·12139 C3·6208 C6·2388
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go 2127 472.6 µs/object	# crc32:14640593  nread=8540363  t=1.005729302s	# POLL·5 C1·69 C1E·9875 C3·8227 C6·3131
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go+prefetch128 2127 332.1 µs/object	# crc32:14640593  nread=8540363  t=706.618881ms	# POLL·11 C1·1443 C1E·7594 C3·8824 C6·1734
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go+prefetch128 2127 406.2 µs/object	# crc32:14640593  nread=8540363  t=864.449306ms	# POLL·11 C1·582 C1E·7254 C3·7803 C6·3653
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go+prefetch128 2127 417.9 µs/object	# crc32:14640593  nread=8540363  t=889.24222ms	# POLL·13 C1·750 C1E·7289 C3·10020 C6·1379
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go+prefetch128 2127 435.2 µs/object	# crc32:14640593  nread=8540363  t=926.024963ms	# POLL·13 C1·542 C1E·7062 C3·7645 C6·3942
Benchmarkz600-COMP-2717/neo/py/sql/zhash.go+prefetch128 2127 463.2 µs/object	# crc32:14640593  nread=8540363  t=985.670036ms	# POLL·5 C1·310 C1E·6487 C3·7897 C6·4371

# 1 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-1 3000	2173.8 req/s  460.019 latency-µs/object	# POLL·2 C1·1399 C1E·25716 C3·22004 C6·4936
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-1 3000	2183.6 req/s  457.967 latency-µs/object	# POLL·5 C1·336 C1E·25298 C3·24410 C6·4043
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-1 5000	2423.0 req/s  412.707 latency-µs/object	# POLL·7 C1·6256 C1E·36283 C3·19150 C6·10010
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-1 5000	2884.6 req/s  346.668 latency-µs/object	# POLL·7 C1·16020 C1E·35724 C3·17862 C6·2976
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-1 3000	2940.0 req/s  340.141 latency-µs/object	# POLL·8 C1·8442 C1E·27233 C3·14132 C6·3437

# 2 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-2 5000	3161.6 req/s  632.599 latency-µs/object	# POLL·3 C1·2084 C1E·31310 C3·24828 C6·8963
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-2 5000	3206.2 req/s  623.785 latency-µs/object	# POLL·6 C1·1268 C1E·29839 C3·32071 C6·4519
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-2 5000	2969.5 req/s  673.509 latency-µs/object	# POLL·4 C1·311 C1E·29716 C3·31273 C6·4899
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-2 5000	3117.4 req/s  641.569 latency-µs/object	# POLL·10 C1·7798 C1E·29133 C3·22020 C6·6417
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-2 5000	3218.6 req/s  621.382 latency-µs/object	# POLL·5 C1·1730 C1E·30617 C3·31422 C6·3425

# 4 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-4 3000	2747.2 req/s  1456.046 latency-µs/object	# POLL·4 C1·134 C1E·20639 C3·22556 C6·4034
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-4 5000	2887.1 req/s  1385.496 latency-µs/object	# POLL·7 C1·1433 C1E·28386 C3·32841 C6·4726
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-4 5000	2994.0 req/s  1335.983 latency-µs/object	# POLL·4 C1·821 C1E·31387 C3·31795 C6·4411
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-4 5000	3147.7 req/s  1270.766 latency-µs/object	# POLL·7 C1·2347 C1E·40618 C3·45811 C6·6190
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-4 5000	3119.5 req/s  1282.265 latency-µs/object	# POLL·8 C1·1373 C1E·28298 C3·27863 C6·8073

# 8 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-8 5000	3132.3 req/s  2554.006 latency-µs/object	# POLL·8 C1·3380 C1E·41766 C3·42300 C6·6665
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-8 5000	2907.0 req/s  2751.987 latency-µs/object	# POLL·9 C1·1561 C1E·30853 C3·25567 C6·7249
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-8 5000	2902.7 req/s  2756.051 latency-µs/object	# POLL·10 C1·2735 C1E·27872 C3·29142 C6·5267
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-8 5000	2395.5 req/s  3339.540 latency-µs/object	# POLL·2 C1·2221 C1E·37724 C3·37503 C6·14590
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-8 5000	2940.1 req/s  2721.024 latency-µs/object	# POLL·7 C1·1970 C1E·30238 C3·28217 C6·6025

# 16 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-16 5000	2775.8 req/s  5764.095 latency-µs/object	# POLL·5 C1·447 C1E·26800 C3·27047 C6·13349
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-16 5000	2575.5 req/s  6212.446 latency-µs/object	# POLL·5 C1·621 C1E·26522 C3·29599 C6·7847
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-16 5000	2974.2 req/s  5379.634 latency-µs/object	# POLL·9 C1·411 C1E·28855 C3·29826 C6·7964
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-16 5000	2854.2 req/s  5605.696 latency-µs/object	# POLL·8 C1·912 C1E·27963 C3·28947 C6·11374
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-16 3000	2764.1 req/s  5788.449 latency-µs/object	# POLL·10 C1·495 C1E·21377 C3·20135 C6·8789

# 24 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-24 5000	3129.5 req/s  7668.935 latency-µs/object	# POLL·7 C1·1407 C1E·28631 C3·32977 C6·7006
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-24 5000	2852.3 req/s  8414.187 latency-µs/object	# POLL·9 C1·6642 C1E·30138 C3·22888 C6·8545
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-24 5000	3024.0 req/s  7936.384 latency-µs/object	# POLL·1 C1·984 C1E·30947 C3·32834 C6·4601
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-24 5000	2982.2 req/s  8047.799 latency-µs/object	# POLL·11 C1·503 C1E·40048 C3·42144 C6·6066
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-24 5000	2949.9 req/s  8135.958 latency-µs/object	# POLL·4 C1·601 C1E·26897 C3·32260 C6·10279

# 36 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-36 5000	3090.5 req/s  11648.621 latency-µs/object	# POLL·10 C1·877 C1E·27209 C3·32364 C6·9190
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-36 5000	2741.6 req/s  13130.781 latency-µs/object	# POLL·11 C1·627 C1E·29773 C3·26642 C6·11526
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-36 5000	2902.0 req/s  12405.344 latency-µs/object	# POLL·7 C1·269 C1E·31793 C3·31143 C6·7496
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-36 5000	3111.3 req/s  11570.582 latency-µs/object	# POLL·13 C1·2052 C1E·29434 C3·31819 C6·5993
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-36 5000	3018.9 req/s  11924.687 latency-µs/object	# POLL·8 C1·2015 C1E·28424 C3·30396 C6·6341

# 48 clients in parallel
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-48 5000	3027.2 req/s  15856.133 latency-µs/object	# POLL·11 C1·927 C1E·33563 C3·27384 C6·9063
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-48 5000	2816.8 req/s  17040.627 latency-µs/object	# POLL·8 C1·458 C1E·31181 C3·21003 C6·14683
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-48 5000	2882.2 req/s  16654.196 latency-µs/object	# POLL·15 C1·6988 C1E·29959 C3·24400 C6·7147
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-48 5000	2975.3 req/s  16132.980 latency-µs/object	# POLL·17 C1·1918 C1E·28110 C3·28574 C6·9983
Benchmarkz600-COMP-2717/neo/py/sql/zwrk.go-48 5000	3016.3 req/s  15913.759 latency-µs/object	# POLL·7 C1·6897 C1E·30979 C3·27740 C6·5172
2018-02-28 14:22:58.3943 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-02-28 14:23:00 139731098463616 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 8175 ...
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.py 2127 1381.2 µs/object	# crc32:14640593  nread=8540363  t=2.939s	# POLL·2 C1·94 C1E·34 C3·14906 C6·2884
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.py 2127 942.7 µs/object	# crc32:14640593  nread=8540363  t=2.006s	# POLL·0 C1·112 C1E·1905 C3·13853 C6·1827
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.py 2127 1042.8 µs/object	# crc32:14640593  nread=8540363  t=2.219s	# POLL·0 C1·123 C1E·441 C3·12598 C6·4702
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.py 2127 1087.0 µs/object	# crc32:14640593  nread=8540363  t=2.313s	# POLL·0 C1·59 C1E·274 C3·12711 C6·4523
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.py 2127 966.8 µs/object	# crc32:14640593  nread=8540363  t=2.057s	# POLL·0 C1·77 C1E·1637 C3·13568 C6·2350

Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go 2127 292.6 µs/object	# crc32:14640593  nread=8540363  t=622.689862ms	# POLL·5 C1·6117 C1E·12136 C3·2292 C6·701
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go 2127 437.3 µs/object	# crc32:14640593  nread=8540363  t=930.675867ms	# POLL·1 C1·80 C1E·9824 C3·7872 C6·3396
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go 2127 427.9 µs/object	# crc32:14640593  nread=8540363  t=910.565036ms	# POLL·1 C1·738 C1E·12169 C3·6521 C6·1658
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go 2127 442.6 µs/object	# crc32:14640593  nread=8540363  t=941.775551ms	# POLL·3 C1·68 C1E·11405 C3·9892 C6·910
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go 2127 453.7 µs/object	# crc32:14640593  nread=8540363  t=965.516881ms	# POLL·3 C1·73 C1E·11408 C3·8870 C6·1961
